filename,target_metal_basis,LCD,PLD,LFPD,cm3_g,ASA_m2_cm3,ASA_m2_g,NASA_m2_cm3,NASA_m2_g,AV_VF,AV_cm3_g,NAV_cm3_g,All_Metals,Has_OMS,Open_Metal_Sites,Extension,FSR_overlap,from_CSD,public,DISORDER,CSD_overlap_inCoRE,CSD_of_WoS_inCoRE,CSD_overlap_inCCDC,date_CSD,DOI_public,Note,Matched_CSD_of_CoRE,Possible_List_CSD_of_CoRE,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41
XOTGUI_clean,Nd,5.14072,4.00351,5.14055,1.55556,2014.34,1294.93,0.0,0.0,0.6006,0.386099,0.0,Nd,Yes,Nd,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
XOTHAP_clean,Nd,5.67034,4.65738,5.67034,1.50505,1984.46,1318.53,0.0,0.0,0.6152,0.408756,0.0,Nd,Yes,Nd,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
XOVPUU_clean,Cu,11.45503,9.77333,11.45503,0.404958,2012.2,4968.9,0.0,0.0,0.8444,2.08515,0.0,Cu,Yes,Cu,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
XOVQAB_clean,Cu,9.04253,7.30249,9.03111,0.610216,2352.44,3855.09,0.0,0.0,0.7448,1.22055,0.0,Cu,Yes,Cu,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
XOVQEF_SL,Zn,13.73802,11.42638,13.39901,0.433642,2002.7,4618.32,0.0,0.0,0.8224,1.89649,0.0,Zn,Yes,Zn,SL,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
XOVVEK_clean,Zn,4.5587,3.32854,4.54868,1.59784,579.018,362.376,0.0,0.0,0.4486,0.280754,0.0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
XOVVIO_clean,Zn,4.51219,3.10979,4.50726,1.65182,0.0,0.0,349.082,211.331,0.4304,0.260561,0.0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
XOVVOU_clean,Zn,6.57595,5.59779,6.5535,1.07267,2264.54,2111.12,0.0,0.0,0.6676,0.622371,0.0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
XOXMED_clean,Zn,15.20268,12.48764,14.68508,0.499,1903.11,3813.84,0.0,0.0,0.7876,1.57836,0.0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
XUCLIS_clean,Zn,6.38625,3.16193,6.38353,1.10806,0.0,0.0,878.64,792.954,0.495,0.446727,0.0,Zn,Yes,Zn,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
XUDNUH_clean,Cu,12.36127,6.84234,12.36127,0.492653,2292.38,4653.12,0.0,0.0,0.8076,1.63929,0.0,Cu,Yes,Cu,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
XUDPIX_clean,Cu,11.39057,6.9563,11.17218,0.55889,2521.72,4512.0,0.0,0.0,0.7746,1.38596,0.0,Cu,Yes,Cu,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
XUDYOM_clean,In,5.92099,5.48654,5.7966,1.63199,1266.45,776.015,0.0,0.0,0.5438,0.333212,0.0,In,No, ,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
XUFWOM_clean,Zn,9.12848,8.18722,9.12848,0.813283,1954.3,2402.97,0.0,0.0,0.7082,0.870792,0.0,Zn,Yes,Zn,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
XUGROI_clean,Cu,6.64754,5.07389,6.16433,0.794522,2382.26,2998.35,0.0,0.0,0.6836,0.860391,0.0,Cu,Yes,Cu,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
XUGSEY_clean,Zn,7.45351,5.81909,7.11831,0.709523,2586.66,3645.63,0.0,0.0,0.7068,0.996162,0.0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
XUHVON_clean,Zn,4.66393,3.20904,4.65334,1.00628,0.0,0.0,1359.66,1351.18,0.629,0.625077,0.0,Zn,No, ,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
XUKHUI_clean,Zn,5.94415,4.22176,5.9168,1.20125,1179.74,982.099,0.0,0.0,0.5426,0.451698,0.0,Zn,Yes,Zn,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
XUKLAS_clean,Zn,5.87516,3.79987,5.86816,1.26294,911.252,721.53,0.0,0.0,0.4946,0.391624,0.0,Zn,Yes,Zn,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
XUKNIC_clean,Zn,6.71193,5.19255,6.7113,1.00366,2512.55,2503.38,0.0,0.0,0.6472,0.644838,0.0,Zn,Yes,Zn,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
XUKYEI_neutral,Cu,13.17229,10.75846,13.16843,0.287208,1805.38,6285.97,0.0,0.0,0.8682,3.02289,0.0,Cu,No, ,neutral,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
XULRIH_clean,Zn,3.52476,2.5226,3.43414,1.83396,0.0,0.0,14.1702,7.72652,0.4158,0.226722,0.0,Zn,Yes,Zn,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
XUMMOJ_clean,Cu,8.37622,7.86065,8.37622,1.08186,1183.03,1093.52,0.0,0.0,0.5464,0.505057,0.0,Cu,Yes,Cu,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
XUMMUP_clean,Cu,8.4295,7.42103,8.42696,1.01197,1167.11,1153.31,0.0,0.0,0.545,0.538555,0.0,Cu,Yes,Cu,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
XUMNIE_clean,Zn,7.92656,5.00523,7.92544,0.836736,1842.18,2201.63,0.0,0.0,0.617,0.737389,0.0,Zn,No, ,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
XUMVEH_clean,Nd,5.51001,5.03328,5.49298,1.14233,1980.67,1733.88,0.0,0.0,0.6382,0.55868,0.0,Nd,Yes,Nd,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
XUNJEW_clean,Zn,7.72141,4.20775,7.72141,1.3484,1334.97,990.041,0.0,0.0,0.5322,0.394691,0.0,Zn,No, ,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
XUPGIA_clean,Zn,22.86307,22.29654,22.86307,0.425692,1754.93,4122.53,0.0,0.0,0.846,1.98735,0.0,Zn,No, ,clean,N,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
XUVHEB_clean,Zn,6.21978,5.41115,6.21978,1.07724,1379.45,1280.54,0.0,0.0,0.5818,0.540085,0.0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
XUWFUR_clean,Cu,8.57387,5.22151,8.55217,0.997477,1382.53,1386.02,0.0,0.0,0.5736,0.575051,0.0,Cu,Yes,Cu,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
XUWTEO_clean,Zn,4.96942,3.67677,4.96942,2.22142,824.945,371.36,0.0,0.0,0.5024,0.226162,0.0,Zn,No, ,clean,N,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
XUYXAR_clean,Zn,4.42154,3.80283,4.41884,1.51094,575.938,381.179,0.0,0.0,0.432,0.285915,0.0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
YABHER_clean,Cu,14.37293,4.52414,14.37293,0.692157,1907.84,2756.36,0.0,0.0,0.7082,1.02318,0.0,Cu,Yes,Cu,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
YACWAC_clean,Zn,6.58011,5.59122,6.58011,1.0576,1314.91,1243.29,0.0,0.0,0.5626,0.531957,0.0,Zn,No, ,clean,N,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
YAKBOE_clean,In,7.89334,5.37055,6.19904,0.873402,2239.44,2564.04,0.0,0.0,0.674,0.771695,0.0,In,No, ,clean,N,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
YAMXOC_clean,In,6.24327,5.54015,6.2382,0.916001,2537.66,2770.37,0.0,0.0,0.6968,0.760698,0.0,In,No, ,clean,N,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
YAPLIM_clean,Zn,8.749,6.77808,8.749,0.964207,1741.38,1806.02,6.02633,6.25004,0.65,0.674129,0.0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
YAPLUY_clean,Cu,7.79113,6.77532,7.7776,0.987389,1670.12,1691.45,5.68352,5.75611,0.6296,0.637641,0.0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
YAPXIX_clean,Zn,5.17779,4.8964,5.17779,1.52841,213.864,139.925,323.996,211.982,0.4448,0.291021,0.0,Zn,Yes,Zn,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
YAQCAW_clean,In,4.91699,2.42411,4.91433,2.38838,0.0,0.0,459.679,192.465,0.453,0.189668,0.0,In,Yes,In,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
YAQCIE_clean,In,3.91255,3.10049,3.91255,2.52132,0.0,0.0,255.392,101.293,0.4022,0.15952,0.0,In,No, ,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
YARDEC_clean,Zn,4.66636,3.48033,4.66636,1.03943,1194.85,1149.52,0.0,0.0,0.547,0.52625,0.0,Zn,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
YARFII_clean,Zn,5.61994,3.63496,5.59068,1.03932,1281.62,1233.13,0.0,0.0,0.5664,0.54497,0.0,Zn,No, ,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
YARGAB_clean,Zn,10.70302,9.67182,10.70302,0.961173,1387.15,1443.19,0.0,0.0,0.6238,0.648999,0.0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
YARGIJ_charged,Zn,5.33645,3.20021,5.27555,1.28321,0.0,0.0,517.022,402.913,0.4492,0.350059,0.0,Zn,No, ,charged,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
YARKAF_clean,Zn,4.78127,3.38887,4.78127,1.32951,413.16,310.762,3.2692,2.45896,0.4556,0.342684,0.0,Zn,Yes,Zn,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
YARKEJ_clean,Zn,5.07878,4.0341,5.03574,1.22095,872.445,714.565,0.0,0.0,0.486,0.398052,0.0,Zn,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
YARKOT_clean,Zn,5.25265,3.98181,5.2356,0.962764,1924.08,1998.5,0.0,0.0,0.6296,0.653951,0.0,Zn,Yes,Zn,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
YARSAN_clean,Zn,5.04398,3.94642,5.02513,1.29452,830.585,641.616,0.0,0.0,0.4644,0.358743,0.0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
YARSIV_clean,Zn,3.72144,3.36254,3.72144,1.75602,124.297,70.7832,0.0,0.0,0.358,0.20387,0.0,Zn,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
YASLOW_clean,Zn,11.27088,6.03691,11.27088,0.827082,2236.87,2704.53,0.0,0.0,0.7068,0.85457,0.0,Zn,No, ,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
YASPEP_clean,Zn,3.57848,3.19398,3.5679,1.30047,0.0,0.0,76.2476,58.6306,0.422,0.324497,0.0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
YATDUV_clean,Zn,9.16363,5.74685,9.12289,0.890102,2297.06,2580.67,0.0,0.0,0.7262,0.815861,0.0,Zn,Yes,Zn,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
YATLEN_clean,Fe,15.13602,13.61044,15.13602,0.799776,1768.71,2211.51,0.0,0.0,0.6722,0.840486,0.0,Fe,No, ,clean,N,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
YAVTUN_clean,Nd,9.91839,8.86286,9.91839,0.965245,1733.93,1796.36,0.0,0.0,0.6864,0.711115,0.0,Nd,Yes,Nd,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
YAVWUQ_clean,Cu,15.48597,6.62234,15.4779,0.747785,2189.36,2927.8,0.0,0.0,0.7402,0.989857,0.0,Cu,Yes,Cu,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
YAVZAX_clean,Cu,5.41112,4.55984,5.40803,1.50963,1275.98,845.227,0.0,0.0,0.5678,0.376117,0.0,Cu,No, ,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
YAVZUT_clean,Zn,9.86186,4.91496,9.72199,0.854434,1940.85,2271.51,0.0,0.0,0.6662,0.779698,0.0,Zn,Yes,Zn,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
YAWBAC_clean,Zn,10.4496,5.49019,10.26922,0.855998,1928.74,2253.21,0.0,0.0,0.6638,0.775469,0.0,Zn,Yes,Zn,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
YAXBEF_clean,Zn,3.9961,3.09297,3.98305,2.61495,0.0,0.0,352.492,134.799,0.4538,0.17354,0.0,Zn,Yes,Zn,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
YAXBOP_SL,Fe,5.80792,5.38349,5.80792,1.12998,1474.82,1305.18,0.0,0.0,0.591,0.52302,0.0,Fe,No, ,SL,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
YAZWOM_clean,Cu,4.58853,4.19832,4.58853,1.42471,389.253,273.216,49.369,34.652,0.47,0.329892,0.0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
YAZYUU_clean,Cu,6.74224,2.93273,6.74224,1.42628,0.0,0.0,909.21,637.472,0.5212,0.365427,0.0,Cu,Yes,Cu,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
YEBKOG_clean,Nd,4.5315,2.60825,4.5315,1.86878,0.0,0.0,585.621,313.371,0.5136,0.274832,0.0,Nd,Yes,Nd,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
YEDLAV_clean,Fe,5.4499,3.81156,5.4499,1.25884,985.671,783.002,173.283,137.653,0.514,0.408314,0.0,Fe,Yes,Fe,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
YEGKOM_clean,Zn,5.20851,4.05507,5.20188,1.12752,1913.28,1696.88,0.0,0.0,0.6196,0.549523,0.0,Zn,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
YEHGID_clean,Fe,6.88886,4.03008,6.66292,1.04955,1124.4,1071.32,29.6858,28.2844,0.5406,0.51508,0.0,Fe,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
YEKQOW_clean,Zn,13.71017,3.97085,13.71017,1.23134,1607.97,1305.87,0.0,0.0,0.6056,0.491823,0.0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
YEKXET_clean,Zn,6.4533,5.02363,5.80415,0.985188,2310.11,2344.84,0.0,0.0,0.6394,0.649013,0.0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
YEKXIX_clean,Zn,10.1844,9.23454,10.18242,0.804003,2301.98,2863.15,0.0,0.0,0.7438,0.92512,0.0,Zn,Yes,Zn,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
YEKXOD_clean,Cu,7.62702,5.92083,7.58526,0.977291,1976.53,2022.46,0.0,0.0,0.6138,0.628063,0.0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
YEKXUJ_clean,Cu,7.55002,6.86281,7.5454,0.941882,1957.97,2078.79,0.0,0.0,0.639,0.678429,0.0,Cu,Yes,Cu,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
YEMFOM_clean,Zn,4.97553,4.09686,4.67636,1.71885,1447.62,842.207,0.0,0.0,0.5806,0.337785,0.0,Zn,Yes,Zn,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
YEMLOS_clean,Fe,3.40987,2.44595,3.40987,1.77482,0.0,0.0,2.89537,1.63136,0.3406,0.191907,0.0,Fe,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
YEYCOW_clean,Zr,17.90775,5.5108,17.90775,0.627024,2223.06,3545.4,0.0,0.0,0.737,1.17539,0.000318967,Zr,No, ,clean,N,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
YEYCUC_SL,Zr,17.82348,5.70059,17.82348,0.555715,2326.25,4186.05,0.0,0.0,0.7742,1.39316,0.000719793,Zr,No, ,SL,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
YEZFIU_clean,Zn,7.76134,3.87237,7.76134,1.15876,1542.78,1331.4,0.0,0.0,0.5858,0.505539,0.0,Zn,Yes,Zn,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
YIBMON01_clean,Zn,4.19645,3.27284,4.18819,1.24036,0.0,0.0,758.142,611.228,0.521,0.42004,0.0,Zn,Yes,Zn,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
YIJYUN_clean,Zn,3.50712,2.6153,3.48906,1.60573,0.0,0.0,17.5346,10.92,0.3942,0.245496,0.0,Zn,Yes,Zn,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
YIKLUZ_SL_part,Zn,3.35086,2.61539,3.35086,1.76584,0.0,0.0,0.581569,0.329344,0.468,0.26503,0.0,Zn,No, ,SL_part,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
YILJAG_clean,Zn,9.10869,5.99614,8.54669,0.787709,2364.52,3001.77,0.0,0.0,0.7242,0.919375,0.0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
YINXIE_clean,Cu,6.16574,4.96395,6.1491,1.27739,1014.53,794.22,0.0,0.0,0.5052,0.395493,0.0,Cu,Yes,Cu,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
YIPDOR_clean,Cu,10.31977,7.54281,10.31977,0.44826,2440.58,5444.55,0.0,0.0,0.7974,1.77888,0.0,Cu,Yes,Cu,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
YIWSEE_clean,Cu,6.24498,4.56201,6.22059,1.01998,1349.07,1322.65,0.0,0.0,0.5558,0.544914,0.0,Cu,No, ,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
YIXZEL_clean,Zn,4.18544,2.94799,4.18017,2.38522,0.0,0.0,359.124,150.562,0.4952,0.207612,0.0,Zn,Yes,Zn,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
YIYHAQ_clean,Zn,5.13693,3.97105,5.11342,0.982113,1295.69,1319.28,0.0,0.0,0.5422,0.552075,0.0,Zn,Yes,Zn,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
YOCCIE_clean,Zn,6.8059,5.18062,6.8059,1.41637,1048.63,740.368,38.6647,27.2985,0.5234,0.369537,0.0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
YOCDUR_clean,Zn,9.69113,7.20147,9.69113,0.660405,2307.63,3494.27,0.0,0.0,0.7614,1.15293,0.0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
YOCLEJ_clean,Cu,13.16813,6.65727,13.16813,0.881908,2114.87,2398.07,0.0,0.0,0.7196,0.815958,0.0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
YOCLIN_clean,Cu,13.22354,6.67449,13.22354,0.8764,2113.41,2411.46,0.0,0.0,0.7206,0.822227,0.0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
YOCNAH_clean,Cu,6.22868,3.97762,6.13994,1.44635,836.354,578.253,0.0,0.0,0.4804,0.332147,0.0,Cu,Yes,Cu,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
YOCNEL_clean,Cu,6.45827,4.31696,6.45827,1.72933,357.862,206.936,1.83001,1.05821,0.3774,0.218234,0.0,Cu,No, ,clean,N,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
YOCNOV_clean,Cu,6.23752,4.03565,6.23752,1.67909,284.342,169.343,38.9234,23.1813,0.3748,0.223217,0.0,Cu,No, ,clean,N,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
YODJEI_clean,Zn,12.07331,7.6798,12.07331,0.781962,2220.74,2839.96,0.0,0.0,0.7506,0.959893,0.0,Zn,No, ,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
YODWOF_clean,Zn,21.60336,14.63737,21.60336,0.354351,1695.85,4785.8,0.0,0.0,0.8718,2.46027,0.0,Zn,Yes,Zn,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
YODWUL_clean,Zn,23.49364,11.53361,23.48524,0.424505,1906.84,4491.91,0.0,0.0,0.849,1.99997,0.0,Zn,Yes,Zn,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
YOGKOW_clean,Zn,10.82894,9.41793,10.82894,0.926286,1458.82,1574.92,0.0,0.0,0.651,0.702807,0.0,Zn,Yes,Zn,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
YOGVEX_clean,Zn,4.10269,3.52572,4.10269,1.25337,612.446,488.638,0.0,0.0,0.5006,0.399402,0.0,Zn,No, ,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
YOLGUB_clean,Cu,7.59854,5.9029,7.59287,0.74526,2992.97,4016.0,0.0,0.0,0.791,1.06137,0.0,Cu,Yes,Cu,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
YOLKOB_clean,Zn,9.74389,9.23374,9.73909,1.05908,985.625,930.643,0.0,0.0,0.5582,0.527062,0.0,Zn,No, ,clean,N,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
YOLKUH_clean,Zn,9.35578,8.95969,9.29155,1.07347,999.544,931.137,0.0,0.0,0.5544,0.516458,0.0,Zn,No, ,clean,N,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
YONNAR_clean,Zn,11.86103,5.70578,11.72639,0.691421,2206.3,3190.97,0.0,0.0,0.7668,1.10902,0.0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
YONNUL_clean,Zn,7.44579,3.94305,6.4772,1.00681,1672.8,1661.47,0.0,0.0,0.5814,0.577465,0.0,Zn,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
YOPSUS_clean,Cu,5.792,4.57669,5.77614,1.01065,1321.51,1307.59,0.4275,0.422997,0.5412,0.5355,0.0,Cu,Yes,Cu,clean,N,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
YORGIX_clean,Zn,5.71318,4.04784,5.71318,1.00239,1599.98,1596.16,0.0,0.0,0.561,0.55966,0.0,Zn,No, ,clean,N,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
YORGOD_clean,Zn,8.38023,4.12707,8.38023,0.867162,1938.3,2235.22,0.0,0.0,0.6224,0.717744,0.0,Zn,No, ,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
YORQAZ_clean,Cu,5.423,3.59807,5.423,1.37554,711.097,516.958,0.0,0.0,0.45,0.327144,0.0,Cu,No, ,clean,N,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
YOYBUL_clean,Zn,7.16525,4.74264,7.03966,0.861413,1929.99,2240.49,0.0,0.0,0.6146,0.713479,0.0,Zn,No, ,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
YOYWIU_clean,Zn,12.23007,11.1855,12.23007,0.605915,2095.93,3459.12,0.0,0.0,0.7678,1.26717,0.0,Zn,Yes,Zn,clean,N,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
YOZBOF_SL,Zn,7.83476,4.57838,7.67886,1.07865,1348.62,1250.29,0.0,0.0,0.5716,0.529923,0.0,Zn,No, ,SL,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
YOZBUL01_clean,Zn,12.18158,10.30707,12.16678,1.07643,1535.66,1426.62,0.0,0.0,0.6376,0.59233,0.0,Zn,No, ,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
YOZBUL_clean,Zn,12.16892,10.28856,12.15707,1.07643,1541.25,1431.82,0.0,0.0,0.6416,0.596046,0.0,Zn,Yes,Zn,clean,N,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
YOZCAS_manual,Zn,8.46123,4.31249,7.59373,1.29132,1274.82,987.221,0.0,0.0,0.5562,0.430722,0.0,Zn,No, ,manual,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
YOZKOP_clean,Cu,5.21744,4.85597,5.21744,1.23316,795.516,645.106,0.0,0.0,0.5018,0.406924,0.0,Cu,Yes,Cu,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
YOZNAE_clean,Cu,13.27907,6.70029,13.26706,0.882932,2074.79,2349.88,0.0,0.0,0.7122,0.80663,0.0,Cu,Yes,Cu,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
YOZQAG_charged,Zn,13.27914,8.89146,13.27914,0.6982,1942.39,2781.99,0.0,0.0,0.7516,1.07648,0.0,Zn,Yes,Zn,charged,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
YOZQEK_clean,Zn,13.97996,12.00951,13.48133,0.61183,1737.5,2839.84,0.0,0.0,0.7918,1.29415,0.0,Zn,Yes,Zn,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
YOZYOD_clean,Zn,6.08705,4.94831,6.08705,1.19906,1535.33,1280.44,0.0,0.0,0.57,0.475373,0.0,Zn,Yes,Zn,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
YOZYUJ_clean,Zn,8.32775,7.35004,8.32775,1.04928,1799.21,1714.71,0.0,0.0,0.648,0.617564,0.0,Zn,Yes,Zn,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
YUBFOR_clean,Zn,8.69265,4.94745,8.69265,1.19814,1446.3,1207.12,0.0,0.0,0.612,0.510792,0.0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
YUBFUX_clean,Zn,4.57585,3.63617,4.57585,1.78706,374.719,209.685,0.0,0.0,0.4068,0.227636,0.0,Zn,No, ,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
YUBTUM_clean,Fe,7.3117,5.64903,7.31034,1.22617,1319.07,1075.76,0.0,0.0,0.5428,0.442678,0.0,Fe,No, ,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
YUCZOM_clean,Fe,4.78325,3.91982,4.78325,1.01421,1563.82,1541.91,0.0,0.0,0.5504,0.54269,0.0,Fe,Yes,Fe,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
