filename,target_metal_basis,LCD,PLD,LFPD,cm3_g,ASA_m2_cm3,ASA_m2_g,NASA_m2_cm3,NASA_m2_g,AV_VF,AV_cm3_g,NAV_cm3_g,All_Metals,Has_OMS,Open_Metal_Sites,Extension,FSR_overlap,from_CSD,public,DISORDER,CSD_overlap_inCoRE,CSD_of_WoS_inCoRE,CSD_overlap_inCCDC,date_CSD,DOI_public,Note,Matched_CSD_of_CoRE,Possible_List_CSD_of_CoRE,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41
HOJLID_clean,Zn,8.3495,5.13588,8.1646,0.608298,3093.18,5084.98,0.0,0.0,0.7326,1.20434,0.0,Zn,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
HOJLUP_clean,Zn,6.04405,4.68216,6.04405,0.897215,1739.4,1938.66,0.0,0.0,0.5916,0.659373,0.0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
HOKLIE_clean,Zn,5.61648,4.05301,5.61199,1.31362,1114.73,848.591,0.0,0.0,0.4902,0.373167,0.0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
HOKLOK_clean,Zn,5.60027,4.05978,5.58756,1.31362,1122.41,854.443,0.0,0.0,0.4898,0.372863,0.0,Zn,Yes,Zn,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
HOKMUR_clean,Zn,5.19325,3.9428,5.17824,1.12854,1729.14,1532.2,0.0,0.0,0.6046,0.535737,0.0,Zn,Yes,Zn,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
HOLQAC01_clean,Zn,14.94533,6.6168,14.83023,0.724529,2008.99,2772.82,0.0,0.0,0.7714,1.06469,0.0,Zn,No, ,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
HOLQAC_clean,Zn,12.12817,3.18768,12.12817,0.894942,0.0,0.0,1589.79,1776.42,0.6708,0.749546,0.0,Zn,No, ,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
HOLQIK_clean,Zn,12.10808,3.4458,10.16044,0.913109,1657.88,1815.64,0.0,0.0,0.663,0.726091,0.0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
HOLQOQ_clean,Zn,14.93193,6.64454,14.93193,0.725367,2006.98,2766.85,0.0,0.0,0.7678,1.0585,0.0,Zn,No, ,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
HOMRIL_clean,Cu,8.32537,4.10495,8.32349,0.82756,1557.76,1882.35,17.9805,21.7271,0.651,0.78665,0.0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
HOMXIR_manual,Zn,23.70226,22.8547,23.70226,0.394433,1769.36,4485.82,0.0,0.0,0.844,2.13978,0.0,Zn,No, ,manual,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
HOPYEQ01_clean,Zn,3.95957,3.14732,3.74628,2.23316,0.0,0.0,330.905,148.178,0.4938,0.221121,0.0,Zn,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
HOPYEQ_clean,Zn,4.00073,3.18451,3.73972,2.2255,0.0,0.0,323.535,145.376,0.494,0.221973,0.0,Zn,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
HORJOP_clean,Fe,2.62174,2.42682,2.62174,1.80476,0.0,0.0,0.0,0.0,0.3012,0.166892,0.0,Fe,No, ,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
HOTFED_clean,Zn,3.57317,2.85069,3.56693,1.63129,0.0,0.0,46.2023,28.3226,0.4352,0.266783,0.0,Zn,Yes,Zn,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
HOTWUJ_clean,Nd,4.28095,3.36803,4.27939,1.98384,592.121,298.472,0.0,0.0,0.48,0.241955,0.0,Nd,Yes,Nd,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
HOWPUF_clean,Zn,7.93406,5.48339,7.91016,0.971712,2041.64,2101.08,0.0,0.0,0.6486,0.667482,0.0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
HOWQOA_clean,Zn,8.78202,2.88546,8.77484,1.01806,0.0,0.0,1613.93,1585.3,0.6166,0.605663,0.0,Zn,Yes,Zn,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
HOWSAP_clean,Cu,6.71751,4.61596,6.71751,1.15559,1670.87,1445.9,0.0,0.0,0.5844,0.505717,0.0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
HOWSET_clean,Cu,7.27272,4.03268,6.91947,1.23503,1647.39,1333.89,0.0,0.0,0.572,0.463147,0.0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
HOWSIX_clean,Cu,7.29706,4.00765,6.07294,1.2292,1638.5,1332.99,0.0,0.0,0.575,0.467785,0.0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
HOXSIY_clean,Zn,4.90036,3.04579,4.90036,1.3744,0.0,0.0,801.214,582.957,0.4926,0.358412,0.0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
HOYKUD_clean,Cu,4.88126,4.00768,4.88126,1.04686,1729.26,1651.86,0.0,0.0,0.586,0.559769,0.0,Cu,No, ,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
HOYQIX_clean,Cu,11.66263,4.94551,11.66263,0.83111,2281.89,2745.59,0.0,0.0,0.6778,0.815536,0.0,Cu,No, ,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
HOYQUJ_clean,Cu,4.57447,3.76568,4.54731,1.07952,1659.35,1537.12,0.0,0.0,0.5762,0.533757,0.0,Cu,No, ,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
HOYRAQ_clean,Cu,4.56903,3.81519,4.56903,1.082,1739.14,1607.34,0.0,0.0,0.596,0.550834,0.0,Cu,No, ,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
HUCBEN_manual,In,5.37435,4.22886,5.37435,1.12816,1186.89,1052.06,0.0,0.0,0.5522,0.48947,0.0,In,No, ,manual,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
HUDMIE_clean,Zn,8.55067,4.61783,8.54315,1.0423,1597.18,1532.36,0.0,0.0,0.6124,0.587545,0.0,Zn,Yes,Zn,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
HUDMOK_clean,Zn,10.65652,7.1324,10.54609,0.649476,2240.26,3449.33,0.0,0.0,0.7666,1.18034,0.0,Zn,Yes,Zn,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
HUDWUA_clean,Cu,5.86312,3.92573,5.85006,1.18848,1521.84,1280.49,0.0,0.0,0.5574,0.469003,0.0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
HUJGEA_clean,Cu,12.53944,4.7914,12.4029,0.822662,2143.27,2605.28,0.0,0.0,0.7056,0.857703,0.0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
HUJVOX_clean,Cu,5.27825,3.53087,5.19969,0.862596,1941.73,2251.03,0.0,0.0,0.6554,0.7598,0.0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
HULCOI_clean,Cu,19.48655,7.36184,19.24065,0.593799,2227.14,3750.66,0.0,0.0,0.7806,1.31459,0.0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
HULTEN_clean,Zn,5.18269,3.6406,5.1729,1.69201,1269.56,750.33,0.0,0.0,0.571,0.337469,0.0,Zn,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
HUNCUQ_clean,Zn,4.96862,3.07482,4.94534,1.29845,0.0,0.0,839.193,646.306,0.5152,0.396782,0.0,Zn,Yes,Zn,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
HUPQIU_clean,Zn,11.12952,5.24741,11.12952,1.02735,1615.52,1572.51,0.0,0.0,0.5816,0.566115,0.0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
HUQGOR_clean,Zn,10.27351,7.23414,10.27351,0.702938,1802.86,2564.75,0.0,0.0,0.6908,0.982733,0.0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
HUQGUX_clean,Cu,10.2361,7.27261,10.14502,0.69251,1823.51,2633.19,0.0,0.0,0.6952,1.00388,0.0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
HUQHAE_clean,Zn,10.11008,7.63969,10.07674,0.70182,1853.59,2641.12,0.0,0.0,0.6866,0.978314,0.0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
HUQHEI_clean,Zn,10.39855,7.33583,10.39855,0.70723,1815.66,2567.28,0.0,0.0,0.6916,0.9779,0.0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
HUQHIM_clean,Zn,10.2269,8.71112,10.19864,0.711062,1763.31,2479.82,0.0,0.0,0.6842,0.962223,0.0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
HUQHOS_clean,Zn,9.73841,7.14116,9.73841,0.752041,1815.26,2413.78,0.0,0.0,0.677,0.900216,0.0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
HUQHUY_clean,Zn,12.11698,9.08074,12.11414,0.619951,1818.86,2933.88,0.0,0.0,0.7208,1.16267,0.0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
HUQJAG_clean,Zn,10.16741,7.63375,10.14995,0.764918,1834.15,2397.83,0.0,0.0,0.6652,0.869636,0.0,Zn,Yes,Zn,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
HURFEH_clean,Zn,7.40163,5.27423,7.39913,1.02718,1852.44,1803.42,0.0,0.0,0.6308,0.61411,0.0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
HURFUX_clean,Zn,6.75247,5.05596,6.75247,1.0343,1910.3,1846.94,0.0,0.0,0.6324,0.611426,0.0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
HURGAE_clean,Zn,5.60961,3.61361,5.60331,1.138,1484.11,1304.14,0.0,0.0,0.5708,0.501583,0.0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
HUTTIA_clean,Zn,4.93965,2.94896,4.93965,1.29015,0.0,0.0,649.167,503.17,0.4978,0.385845,0.0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
HUTZAX01_clean,Zn,5.14597,3.91519,5.14562,1.41637,492.551,347.755,0.0,0.0,0.4602,0.324914,0.0,Zn,Yes,Zn,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
HUVGEM_clean,Zn,4.26279,3.444,4.25534,1.60638,364.209,226.726,297.375,185.121,0.4454,0.277269,0.0,Zn,Yes,Zn,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
HUVHIR_clean,Zn,6.43752,3.3852,6.43752,1.55619,990.748,636.65,0.0,0.0,0.5272,0.338777,0.0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
HUVHOX_clean,Zn,5.48842,3.66587,5.4468,1.48531,1066.45,718.001,0.0,0.0,0.5288,0.356021,0.0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
HUZKUJ_clean,In,4.64239,2.96796,4.64239,2.22111,0.0,0.0,692.798,311.916,0.4698,0.211516,0.0,In,Yes,In,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
HUZLIY_clean,In,5.13042,3.32571,5.12351,2.29627,857.325,373.355,0.0,0.0,0.4596,0.200151,0.0,In,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
HUZXAD_clean,Zn,11.46912,7.77199,11.4651,0.64457,2049.85,3180.18,0.0,0.0,0.7146,1.10865,0.0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
HUZXEH_clean,Zn,10.51647,6.32242,10.51647,0.652816,2155.36,3301.64,0.0,0.0,0.7166,1.09771,0.0,Zn,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
HUZXIL_clean,Zn,10.514,7.06946,10.514,0.669354,2073.02,3097.05,0.0,0.0,0.7026,1.04967,0.0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
HUZXOR_clean,Zn,11.426,7.94889,11.41586,0.669497,1905.96,2846.85,0.0,0.0,0.7086,1.05841,0.0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
HUZXUX_clean,Zn,9.29118,6.23555,9.29118,0.722566,1940.52,2685.59,0.0,0.0,0.6812,0.942751,0.0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
HUZYAE_clean,Zn,9.33073,8.38879,9.32654,0.70416,2028.32,2880.48,0.0,0.0,0.6852,0.973074,0.0,Zn,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
IBICAZ_clean,Zn,9.97802,9.8426,9.97802,1.0723,1065.95,994.074,0.0,0.0,0.5548,0.517392,0.0,Zn,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
IBICED_clean,Zn,10.07018,9.94208,10.07018,1.22593,1035.72,844.843,0.0,0.0,0.5562,0.453697,0.0,Zn,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
IBICIH_clean,Zn,9.99905,9.84285,9.99905,1.06849,1087.54,1017.83,0.0,0.0,0.5632,0.527098,0.0,Zn,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
IBICON_clean,Zn,10.09823,9.93982,10.09823,1.22363,1026.52,838.914,0.0,0.0,0.5488,0.448503,0.0,Zn,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
IBICUT_clean,Zn,10.14615,10.01365,10.14615,1.06845,1055.44,987.828,0.0,0.0,0.5594,0.523564,0.0,Zn,No, ,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
IBIDAA_clean,Zn,10.20779,10.07678,10.20779,1.21075,1056.26,872.4,0.0,0.0,0.5618,0.464009,0.0,Zn,No, ,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
IBITUK_clean,Cu,5.114,4.10664,5.114,1.17728,905.001,768.724,0.0,0.0,0.527,0.447643,0.0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
IBOCIO_clean,Zn,5.04778,3.70601,4.97662,1.38968,1082.32,778.826,36.8587,26.5232,0.5346,0.384694,0.0,Zn,No, ,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
IBOTAU_clean,Zn,6.67508,2.91396,6.67504,2.08909,0.0,0.0,1291.36,618.143,0.5638,0.269878,0.0,Zn,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
IBOWIH_charged,Zn,5.06667,3.05925,5.06667,1.28767,0.0,0.0,556.872,432.466,0.466,0.361895,0.0,Zn,No, ,charged,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
IBOZIK_clean,Cu,6.1387,4.49344,6.1387,0.940059,2165.41,2303.48,0.0,0.0,0.6574,0.699317,0.0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
IBUBIT_clean,Zn,11.26336,10.79912,11.26336,0.878987,1904.31,2166.48,0.0,0.0,0.7036,0.800467,0.0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
IBUDOZ_clean,Cu,5.08668,4.25333,5.08214,1.48919,879.713,590.733,0.0,0.0,0.5098,0.342334,0.0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
IBUYAH_clean,Zn,4.28353,4.03476,4.28353,1.49492,252.024,168.587,0.0,0.0,0.3994,0.267172,0.0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
ic025743v_s1_clean,Cu,5.43084,3.59671,5.41371,0.985749,2031.66,2061.03,0.0,0.0,0.67,0.679686,0.0,Cu,Yes,Cu,clean,Y,N,Y,,N,,Y,28/10/2002,10.1021/ic025743v,"1 SI, 4 Structure",UGUTOF,UGUTOF,UGUTUL,UGUVAT,UGUVEX,,,,,,,,,,,
ic034943jsi20030807_040506_clean,Cu,5.2265,4.77382,5.2265,1.35803,835.979,615.584,0.0,0.0,0.4602,0.338874,0.0,Cu,Yes,Cu,clean,Y,N,Y,,Y,IVEGEV,Y,20/08/2001,10.1021/ic034943j,"1 SI, 1 Structure",IVEGEV,,,,,,,,,,,,,,,
ic048812_clean,Cu,5.39588,2.97433,5.39588,1.38697,0.0,0.0,433.909,312.847,0.4434,0.31969,0.0,Cu,Yes,Cu,clean,Y,N,Y,,N,,N,,,,,,,,,,,,,,,,,,,
ic050064gsi20050115_040515_clean,Fe,7.09944,5.34059,6.92965,0.893388,2231.12,2497.37,0.0,0.0,0.6764,0.757118,0.0,Fe,Yes,Fe,clean,Y,N,Y,,Y,DANWOF,Y,08/11/2004,10.1021/ic050064g,"1 SI, 2 Structure",DANWOF,DANWOF,DANWUL,,,,,,,,,,,,,
ic060030osi20060309_091447_clean,Cu,7.66338,4.13517,7.08387,1.45852,1622.05,1112.12,0.0,0.0,0.6038,0.41398,0.0,Cu,Yes,Cu,clean,Y,N,Y,,Y,YEMGED,Y,31/08/2005,10.1021/ic060030o,"1 SI, 1 Structure",YEMGED,,,,,,,,,,,,,,,
ic060608urom20060410_101638_clean,Zn,4.58785,3.57723,4.32835,1.52818,688.664,450.644,0.0,0.0,0.5224,0.341845,0.0,Zn,No, ,clean,Y,N,Y,,Y,NELTUU,Y,28/02/2006,10.1021/ic060608u,"1 SI, 3 Structure",NELTUU,NELTUU,NELVAC,NELVEG,,,,,,,,,,,,
ic101935f_si_002_auto,Zn,13.52781,8.78691,13.51433,0.408029,2079.05,5095.35,0.0,0.0,0.8498,2.08269,0.0,Zn,No, ,auto,Y,N,Y,,Y,EWUHIO,Y,18/08/2011,10.1021/ic101935f,"1 SI, 2 Structure",EWUHIO,EWUHIO,EWUHOU,,,,,,,,,,,,,
ic102347b_si_001_clean,Cu,7.286,6.24859,7.286,0.867522,2138.17,2464.68,0.0,0.0,0.647,0.745803,0.0,Cu,Yes,Cu,clean,Y,N,Y,,Y,UWUQEJ,Y,22/06/2010,10.1021/ic102347b,"1 SI, 1 Structure",UWUQEJ,,,,,,,,,,,,,,,
ic2017598_si_001_clean_h,Zn,14.86745,7.89388,14.86745,0.609156,2262.99,3714.96,0.0,0.0,0.7982,1.31034,0.0,Zn,No, ,clean_h,Y,N,Y,,Y,XUPGOG,Y,10/09/2015,10.1021/ic1010083,"1 SI, 1 Structure",XUPGOG,,,,,,,,,,,,,,,
ic202626c_si_002_clean,Fe,4.17676,3.4851,4.17082,1.22883,636.577,518.037,0.0,0.0,0.5146,0.418774,0.0,Fe,No, ,clean,Y,N,Y,,Y,BAXFIR,Y,28/11/2011,10.1021/ic202626c,"1 SI, 8 Structure",BAXFIR,BAXFIR,BAXFIR01,BAXFIR02,BAXFUD,BAXGAK,BAXGEO,BAXGEO01,BAXGUE,,,,,,,
ic402280p_si_002_clean,Cu,4.83974,2.7849,4.76646,1.84667,0.0,0.0,304.448,164.863,0.438,0.237183,0.0,Cu,Yes,Cu,clean,Y,N,Y,,Y,NIZNOB,Y,12/08/2013,10.1021/ic402280p,"1 SI, 1 Structure",NIZNOB,,,,,,,,,,,,,,,
ic402692p_si_002_clean,Zn,7.57252,6.20483,7.53216,1.12902,2001.22,1772.53,0.0,0.0,0.6518,0.577314,0.0,Zn,No, ,clean,Y,N,Y,,Y,NIWYOJ,Y,07/02/2014,10.1021/ic402692p,"1 SI, 1 Structure",NIWYOJ,,,,,,,,,,,,,,,
ic402692p_si_003_clean,Zn,5.22305,3.60975,4.94835,1.24721,1324.38,1061.87,0.0,0.0,0.5356,0.429439,0.0,Zn,Yes,Zn,clean,Y,N,Y,,Y,NIWYID,Y,07/02/2014,10.1021/ic402692p,"1 SI, 1 Structure",NIWYID,,,,,,,,,,,,,,,
ic402692p_si_004_clean,Zn,14.06271,4.49755,14.06271,0.931261,2158.03,2317.32,0.0,0.0,0.6974,0.748877,0.0,Zn,Yes,Zn,clean,Y,N,Y,,Y,NIWYEZ,Y,07/02/2014,10.1021/ic402692p,"1 SI, 1 Structure",NIWYEZ,,,,,,,,,,,,,,,
ic402692p_si_005_clean,Zn,8.36657,7.12488,8.36657,1.09017,2068.01,1896.96,0.0,0.0,0.651,0.597155,0.0,Zn,Yes,Zn,clean,Y,N,Y,,Y,NIWYAV,Y,07/02/2014,10.1021/ic402692p,"1 SI, 1 Structure",NIWYAV,,,,,,,,,,,,,,,
ic5008457_si_002_clean,Cu,5.97545,4.80817,5.79843,0.950435,2209.73,2324.97,0.0,0.0,0.6536,0.687685,0.0,Cu,Yes,Cu,clean,Y,N,Y,,Y,QONKOV,Y,02/12/2013,10.1021/ic5008457,"1 SI, 9 Structure",QONKOV,QOMRUH,QOMSAO,QOMSES,QONKOV,QONKUB,QONLAI,QONLEM,QONLIQ,VIFBOC01,,,,,,
ic501477u_si_002_clean,Zn,8.32761,5.8376,8.32761,0.662866,2535.19,3824.58,0.0,0.0,0.725,1.09373,0.0,Zn,No, ,clean,Y,N,Y,,Y,CUCFOX,Y,06/05/2014,10.1021/ic501477u,"1 SI, 1 Structure",CUCFOX,,,,,,,,,,,,,,,
ic501801f_si_003_clean,Zn,7.15079,6.5153,7.14534,0.88298,1302.1,1474.67,43.0565,48.7627,0.5668,0.641917,0.0,Zn,Yes,Zn,clean,Y,N,Y,,Y,XUNVAF,Y,15/09/2015,10.1021/ic501801f,"1 SI, 1 Structure",XUNVAF,,,,,,,,,,,,,,,
ic501849g_si_002_clean,Cu,6.90703,4.72819,6.90703,1.13022,1690.08,1495.36,0.0,0.0,0.5888,0.520963,0.0,Cu,Yes,Cu,clean,Y,N,Y,,Y,HOWRUI,Y,01/07/2014,10.1021/ic501849g,"1 SI, 8 Structure",HOWRUI,HOWRUI,HOWSAP,HOWSET,HOWSIX,HOWSOD,HOWSUJ,HOWTAQ,HOWTEU,,,,,,,
ic502254c_si_002_clean,Zn,12.68207,7.60887,12.68207,0.711281,1866.25,2623.79,0.0,0.0,0.7144,1.00439,0.0,Zn,Yes,Zn,clean,Y,N,Y,,Y,YOTHEW,Y,05/02/2015,10.1021/ic502254c,"1 SI, 1 Structure",YOTHEW,,,,,,,,,,,,,,,
ic502643m_si_003_clean,Zn,9.70753,8.64872,9.70205,0.819549,2343.2,2859.13,0.0,0.0,0.7048,0.859985,0.0,Zn,Yes,Zn,clean,Y,N,Y,,Y,PUGSIV,Y,25/07/2014,10.1021/ic502643m,"1 SI, 1 Structure",PUGSIV,,,,,,,,,,,,,,,
ic502643m_si_006_clean,Zn,9.0043,8.36575,9.0043,0.810849,2358.37,2908.52,0.0,0.0,0.7174,0.884751,0.0,Zn,Yes,Zn,clean,Y,N,Y,,Y,PUGTAO,Y,25/07/2014,10.1021/ic502643m,"1 SI, 1 Structure",PUGTAO,,,,,,,,,,,,,,,
ic502643m_si_007_clean,Zn,13.1918,11.62964,13.1918,0.690929,2270.17,3285.68,0.0,0.0,0.7542,1.09157,0.0,Zn,Yes,Zn,clean,Y,N,Y,,Y,PUFQUE,Y,25/07/2014,10.1021/ic502643m,"1 SI, 1 Structure",PUFQUE,,,,,,,,,,,,,,,
ic502643m_si_008_clean,Zn,9.64298,8.71131,9.6207,0.809539,2189.42,2704.52,0.0,0.0,0.7184,0.887419,0.0,Zn,Yes,Zn,clean,Y,N,Y,,Y,PUFQIS,Y,25/07/2014,10.1021/ic502643m,"1 SI, 1 Structure",PUFQIS,,,,,,,,,,,,,,,
ic502643m_si_009_clean,Zn,12.65736,11.14997,12.63796,0.678305,2348.61,3462.47,0.0,0.0,0.757,1.11602,0.0,Zn,Yes,Zn,clean,Y,N,Y,,Y,PUFQOY,Y,25/07/2014,10.1021/ic502643m,"1 SI, 1 Structure",PUFQOY,,,,,,,,,,,,,,,
ic502643m_si_010_clean,Zn,12.46942,12.09962,12.4634,0.660845,2360.76,3572.33,0.0,0.0,0.7614,1.15216,0.0,Zn,Yes,Zn,clean,Y,N,Y,,Y,PUFRIT,Y,25/07/2014,10.1021/ic502643m,"1 SI, 1 Structure",PUFRIT,,,,,,,,,,,,,,,
ic5028256_si_002_clean,Zn,11.37946,3.3255,11.37946,0.933117,1429.44,1531.9,0.0,0.0,0.6478,0.694232,0.0,Zn,No, ,clean,Y,N,Y,,Y,OFERUN07,Y,02/02/2015,10.1021/ic5028256,"1 SI, 1 Structure",OFERUN07,,,,,,,,,,,,,,,
ic502921j_si_002_clean,Cu,10.79969,7.20507,10.77322,1.03513,1844.88,1782.26,0.0,0.0,0.6792,0.656147,0.0,Cu,Yes,Cu,clean,Y,N,Y,,Y,JUHNIL,Y,19/10/2014,10.1021/ic502921j,"1 SI, 1 Structure",JUHNIL,,,,,,,,,,,,,,,
ic502921j_si_003_clean,Cu,7.7085,4.09601,7.43001,1.34893,1247.81,925.035,50.2931,37.2837,0.56,0.415144,0.0,Cu,Yes,Cu,clean,Y,N,Y,,Y,JUHNOR,Y,19/10/2014,10.1021/ic502921j,"1 SI, 1 Structure",JUHNOR,,,,,,,,,,,,,,,
ic5029383_si_002_clean,Zn,13.89608,6.70448,13.87452,0.615292,2325.45,3779.43,0.0,0.0,0.7826,1.27192,0.0,Zn,Yes,Zn,clean,Y,N,Y,,Y,GUGJEZ,Y,23/09/2014,10.1021/ic5029383,"1 SI, 1 Structure",GUGJEZ,,,,,,,,,,,,,,,
ic5b00096_auto,Zr,12.59507,5.60823,12.59507,0.755193,2269.89,3005.71,0.0,0.0,0.7192,0.952339,0.000264833,Zr,No, ,auto,Y,N,Y,,Y,QURNEY,Y,30/10/2015,10.1021/acs.inorgchem.5b00096,"1 SI, 1 Structure",QURNEY,,,,,,,,,,,,,,,
ic5b00130_si_002_clean,Zn,5.93683,5.18128,5.93683,1.3408,561.854,419.044,0.0,0.0,0.4314,0.321748,0.0,Zn,No, ,clean,Y,N,Y,,Y,UHOMEL,Y,23/04/2015,10.1021/acs.inorgchem.5b00130,"1 SI, 3 Structure",UHOMEL,UHOMEL,UHOMIP,UHOMOV,,,,,,,,,,,,
ic5b00194_si_002_clean,Cu,8.53834,6.535,8.52358,0.823713,2522.95,3062.9,0.0,0.0,0.705,0.85588,0.0,Cu,Yes,Cu,clean,Y,N,Y,,Y,DORNAB,Y,29/09/2014,10.1021/acs.inorgchem.5b00194,"1 SI, 1 Structure",DORNAB,,,,,,,,,,,,,,,
