ci,ad,prediction,std,q05,q95
0.0,0.0,38.86592102050781,2.8480773486812017,35.84317264556885,43.69324626922607
25.641025641025642,0.0,51.19464874267578,2.9382466022888596,45.47250537872314,53.643225479125974
51.282051282051285,0.0,62.44898986816406,5.923197419460694,50.33450622558594,66.63790397644043
76.92307692307693,0.0,72.41770935058594,2.4738718332476535,69.06362915039062,76.10513572692871
102.56410256410257,0.0,75.71011352539062,2.470767919068212,72.38349494934081,79.49028778076172
128.2051282051282,0.0,80.3250732421875,2.337378136453394,77.17019424438476,83.70179595947266
153.84615384615387,0.0,80.77835083007812,2.8526419087165253,78.15352821350098,86.35463409423828
179.4871794871795,0.0,84.2698974609375,2.9294594029074004,81.4884822845459,89.82632637023926
205.12820512820514,0.0,85.18416595458984,2.767696005446291,82.56521606445312,90.61322135925293
230.76923076923077,0.0,85.48958587646484,2.8072595641927145,82.96910362243652,91.1664436340332
256.4102564102564,0.0,85.49349212646484,2.80741937413381,83.13086013793945,91.29634170532226
282.05128205128204,0.0,85.69335174560547,2.7823585360890584,83.96323738098144,91.912064743042
307.69230769230774,0.0,92.33341979980469,3.4472281611142797,91.15823554992676,99.55910606384278
333.33333333333337,0.0,92.36476135253906,3.4055764737906924,91.55196990966797,99.82737731933594
358.974358974359,0.0,92.39068603515625,3.4124691692870037,91.48508567810059,99.80587158203124
384.61538461538464,0.0,94.34312438964844,3.266322839290339,92.41509628295898,101.0680103302002
410.2564102564103,0.0,107.71025848388672,4.554422137963315,97.6601490020752,110.41809844970703
435.8974358974359,0.0,107.71025848388672,4.554422137963315,97.6601490020752,110.41809844970703
461.53846153846155,0.0,107.71025848388672,4.554422137963315,97.6601490020752,110.41809844970703
487.1794871794872,0.0,107.71025848388672,4.554422137963315,97.6601490020752,110.41809844970703
512.8205128205128,0.0,108.2696533203125,4.222051379033793,99.94140243530273,111.57352142333984
538.4615384615385,0.0,108.2696533203125,4.222051379033793,99.94140243530273,111.57352142333984
564.1025641025641,0.0,108.2696533203125,4.222051379033793,99.94140243530273,111.57352142333984
589.7435897435897,0.0,108.2696533203125,4.222051379033793,99.94140243530273,111.57352142333984
615.3846153846155,0.0,110.30723571777344,4.642951487749443,101.19115562438965,114.24840049743652
641.0256410256411,0.0,110.30723571777344,4.642951487749443,101.19115562438965,114.24840049743652
666.6666666666667,0.0,132.90673828125,9.982331494035396,112.65932006835938,141.52233428955077
692.3076923076924,0.0,132.90673828125,8.55346179214673,116.58914146423339,141.52233428955077
717.948717948718,0.0,136.93435668945312,7.931426512195553,124.58879737854004,145.74855041503906
743.5897435897436,0.0,136.93435668945312,7.931426512195553,124.58879737854004,145.74855041503906
769.2307692307693,0.0,144.71502685546875,9.633220193088784,127.76718330383301,153.34653549194334
794.8717948717949,0.0,144.71502685546875,9.633220193088784,127.76718330383301,153.34653549194334
820.5128205128206,0.0,144.71502685546875,8.633667110217589,129.8085849761963,153.34653549194334
846.1538461538462,0.0,144.71502685546875,8.633667110217589,129.8085849761963,153.34653549194334
871.7948717948718,0.0,144.91526794433594,8.659311208181153,129.8085849761963,153.40020446777342
897.4358974358975,0.0,144.91526794433594,8.659311208181153,129.8085849761963,153.40020446777342
923.0769230769231,0.0,144.91526794433594,8.65616939223984,129.8742889404297,153.42670898437498
948.7179487179487,0.0,144.91526794433594,8.65616939223984,129.8742889404297,153.42670898437498
974.3589743589744,0.0,144.91526794433594,8.65616939223984,129.8742889404297,153.42670898437498
1000.0,0.0,144.91526794433594,8.205169488718711,130.95711250305175,153.5469223022461
0.0,57.142857142857146,38.86592102050781,2.8480773486812017,35.84317264556885,43.69324626922607
25.641025641025642,57.142857142857146,51.19464874267578,2.9382466022888596,45.47250537872314,53.643225479125974
51.282051282051285,57.142857142857146,62.44898986816406,5.923197419460694,50.33450622558594,66.63790397644043
76.92307692307693,57.142857142857146,72.41770935058594,2.4738718332476535,69.06362915039062,76.10513572692871
102.56410256410257,57.142857142857146,75.71011352539062,2.470767919068212,72.38349494934081,79.49028778076172
128.2051282051282,57.142857142857146,80.3250732421875,2.337378136453394,77.17019424438476,83.70179595947266
153.84615384615387,57.142857142857146,80.77835083007812,2.8526419087165253,78.15352821350098,86.35463409423828
179.4871794871795,57.142857142857146,84.2698974609375,2.9294594029074004,81.4884822845459,89.82632637023926
205.12820512820514,57.142857142857146,85.18416595458984,2.767696005446291,82.56521606445312,90.61322135925293
230.76923076923077,57.142857142857146,85.48958587646484,2.8072595641927145,82.96910362243652,91.1664436340332
256.4102564102564,57.142857142857146,85.49349212646484,2.80741937413381,83.13086013793945,91.29634170532226
282.05128205128204,57.142857142857146,85.69335174560547,2.7823585360890584,83.96323738098144,91.912064743042
307.69230769230774,57.142857142857146,92.33341979980469,3.4472281611142797,91.15823554992676,99.55910606384278
333.33333333333337,57.142857142857146,92.36476135253906,3.4055764737906924,91.55196990966797,99.82737731933594
358.974358974359,57.142857142857146,92.39068603515625,3.4124691692870037,91.48508567810059,99.80587158203124
384.61538461538464,57.142857142857146,94.34312438964844,3.266322839290339,92.41509628295898,101.0680103302002
410.2564102564103,57.142857142857146,107.71025848388672,4.554422137963315,97.6601490020752,110.41809844970703
435.8974358974359,57.142857142857146,107.71025848388672,4.554422137963315,97.6601490020752,110.41809844970703
461.53846153846155,57.142857142857146,107.71025848388672,4.554422137963315,97.6601490020752,110.41809844970703
487.1794871794872,57.142857142857146,107.71025848388672,4.554422137963315,97.6601490020752,110.41809844970703
512.8205128205128,57.142857142857146,108.2696533203125,4.222051379033793,99.94140243530273,111.57352142333984
538.4615384615385,57.142857142857146,108.2696533203125,4.222051379033793,99.94140243530273,111.57352142333984
564.1025641025641,57.142857142857146,108.2696533203125,4.222051379033793,99.94140243530273,111.57352142333984
589.7435897435897,57.142857142857146,108.2696533203125,4.222051379033793,99.94140243530273,111.57352142333984
615.3846153846155,57.142857142857146,110.30723571777344,4.642951487749443,101.19115562438965,114.24840049743652
641.0256410256411,57.142857142857146,110.30723571777344,4.642951487749443,101.19115562438965,114.24840049743652
666.6666666666667,57.142857142857146,132.90673828125,9.982331494035396,112.65932006835938,141.52233428955077
692.3076923076924,57.142857142857146,132.90673828125,8.55346179214673,116.58914146423339,141.52233428955077
717.948717948718,57.142857142857146,136.93435668945312,7.931426512195553,124.58879737854004,145.74855041503906
743.5897435897436,57.142857142857146,136.93435668945312,7.931426512195553,124.58879737854004,145.74855041503906
769.2307692307693,57.142857142857146,144.71502685546875,9.633220193088784,127.76718330383301,153.34653549194334
794.8717948717949,57.142857142857146,144.71502685546875,9.633220193088784,127.76718330383301,153.34653549194334
820.5128205128206,57.142857142857146,144.71502685546875,8.633667110217589,129.8085849761963,153.34653549194334
846.1538461538462,57.142857142857146,144.71502685546875,8.633667110217589,129.8085849761963,153.34653549194334
871.7948717948718,57.142857142857146,144.91526794433594,8.659311208181153,129.8085849761963,153.40020446777342
897.4358974358975,57.142857142857146,144.91526794433594,8.659311208181153,129.8085849761963,153.40020446777342
923.0769230769231,57.142857142857146,144.91526794433594,8.65616939223984,129.8742889404297,153.42670898437498
948.7179487179487,57.142857142857146,144.91526794433594,8.65616939223984,129.8742889404297,153.42670898437498
974.3589743589744,57.142857142857146,144.91526794433594,8.65616939223984,129.8742889404297,153.42670898437498
1000.0,57.142857142857146,144.91526794433594,8.205169488718711,130.95711250305175,153.5469223022461
0.0,114.28571428571429,38.86592102050781,2.8480773486812017,35.84317264556885,43.69324626922607
25.641025641025642,114.28571428571429,51.19464874267578,2.9382466022888596,45.47250537872314,53.643225479125974
51.282051282051285,114.28571428571429,62.44898986816406,5.923197419460694,50.33450622558594,66.63790397644043
76.92307692307693,114.28571428571429,72.41770935058594,2.4738718332476535,69.06362915039062,76.10513572692871
102.56410256410257,114.28571428571429,75.71011352539062,2.470767919068212,72.38349494934081,79.49028778076172
128.2051282051282,114.28571428571429,80.3250732421875,2.337378136453394,77.17019424438476,83.70179595947266
153.84615384615387,114.28571428571429,80.77835083007812,2.8526419087165253,78.15352821350098,86.35463409423828
179.4871794871795,114.28571428571429,84.2698974609375,2.9294594029074004,81.4884822845459,89.82632637023926
205.12820512820514,114.28571428571429,85.18416595458984,2.767696005446291,82.56521606445312,90.61322135925293
230.76923076923077,114.28571428571429,85.48958587646484,2.8072595641927145,82.96910362243652,91.1664436340332
256.4102564102564,114.28571428571429,85.49349212646484,2.80741937413381,83.13086013793945,91.29634170532226
282.05128205128204,114.28571428571429,85.69335174560547,2.7823585360890584,83.96323738098144,91.912064743042
307.69230769230774,114.28571428571429,92.33341979980469,3.4472281611142797,91.15823554992676,99.55910606384278
333.33333333333337,114.28571428571429,92.36476135253906,3.4055764737906924,91.55196990966797,99.82737731933594
358.974358974359,114.28571428571429,92.39068603515625,3.4124691692870037,91.48508567810059,99.80587158203124
384.61538461538464,114.28571428571429,94.34312438964844,3.266322839290339,92.41509628295898,101.0680103302002
410.2564102564103,114.28571428571429,107.71025848388672,4.554422137963315,97.6601490020752,110.41809844970703
435.8974358974359,114.28571428571429,107.71025848388672,4.554422137963315,97.6601490020752,110.41809844970703
461.53846153846155,114.28571428571429,107.71025848388672,4.554422137963315,97.6601490020752,110.41809844970703
