cif_file,metal,modification,mod_code,sa,mpd,pd,pv,vf,ci,ad,time,ph,temp,ionic_charge,atomic_radius,polarizability,electronegativity,source_file,first_model_name,first_model_q,first_global_rank,first_metal_rank
BIBBUL_clean,Zn,Unmodified,0,120.909,10.693562927490923,3.85878,0.323237,0.4268,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,204.21139654503946,1,1
FIHHOV_clean,Zn,Unmodified,0,132.245,10.615630080532345,6.48503,0.350966,0.475,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,202.7974281953062,2,2
AVUPIR_SL,Zr,Unmodified,0,79.0,14.66060759493671,3.63524,0.289547,0.4362,300.0,500.0,720.0,7.0,298.0,4.0,160.0,11.1,1.33,2019-11-01-ASR-internal_14142.csv,GBDT,197.51823141260894,3,1
ITONAI_clean,Zr,Unmodified,0,79.0,15.189012658227849,5.09225,0.299983,0.5116,300.0,500.0,720.0,7.0,298.0,4.0,160.0,11.1,1.33,2019-11-01-ASR-internal_14142.csv,GBDT,197.51823141260894,4,1
OCIHIS_clean,Zr,Unmodified,0,79.0,15.920101265822783,4.00435,0.314422,0.4736,300.0,500.0,720.0,7.0,298.0,4.0,160.0,11.1,1.33,2019-11-01-ASR-internal_14142.csv,GBDT,197.51823141260894,5,1
FEPQEW_clean,Ti,Unmodified,0,79.0,12.362379746835444,4.04938,0.244157,0.4636,300.0,500.0,720.0,7.0,298.0,4.0,140.0,10.0,1.54,2019-11-01-ASR-internal_14142.csv,GBDT,196.7860204113384,6,1
ZONBAH_clean,Zr,Unmodified,0,79.0,12.45832911392405,3.78181,0.246052,0.4288,300.0,500.0,720.0,7.0,298.0,4.0,160.0,11.1,1.33,2019-11-01-ASR-internal_14142.csv,GBDT,196.75565523566883,7,2
JIVSIQ_clean,Zr,Unmodified,0,79.0,10.601721518987341,3.85875,0.209384,0.4546,300.0,500.0,720.0,7.0,298.0,4.0,160.0,11.1,1.33,2019-11-01-ASR-internal_14142.csv,GBDT,196.5884950626522,8,3
GEDSIT_clean,Nd,Unmodified,0,79.0,16.03635443037975,4.6219,0.316718,0.4614,300.0,500.0,720.0,7.0,298.0,3.0,181.0,24.0,1.14,2019-11-01-ASR-internal_14142.csv,GBDT,196.56852913020694,9,1
GEDRIS_clean,Nd,Unmodified,0,79.0,14.8526582278481,5.02719,0.29334,0.4398,300.0,500.0,720.0,7.0,298.0,3.0,181.0,24.0,1.14,2019-11-01-ASR-internal_14142.csv,GBDT,196.56852913020694,10,1
LAJDUV_charged,Ti,Unmodified,0,79.0,13.263645569620254,2.77965,0.261957,0.4198,300.0,500.0,720.0,7.0,298.0,4.0,140.0,10.0,1.54,2019-11-01-ASR-internal_14142.csv,GBDT,196.07841743680137,11,2
LAJDUV02_charged,Ti,Unmodified,0,79.0,12.979240506329116,2.78649,0.25634,0.4106,300.0,500.0,720.0,7.0,298.0,4.0,140.0,10.0,1.54,2019-11-01-ASR-internal_14142.csv,GBDT,196.07841743680137,12,2
LAJDUV03_charged,Ti,Unmodified,0,79.0,13.076202531645569,2.79651,0.258255,0.412,300.0,500.0,720.0,7.0,298.0,4.0,140.0,10.0,1.54,2019-11-01-ASR-internal_14142.csv,GBDT,196.07841743680137,13,2
LAJDUV01_charged,Ti,Unmodified,0,79.0,13.040506329113924,2.79185,0.25755,0.4118,300.0,500.0,720.0,7.0,298.0,4.0,140.0,10.0,1.54,2019-11-01-ASR-internal_14142.csv,GBDT,196.07841743680137,14,2
magnetochemistry3010001_PF290NdNO3_clean,Nd,Unmodified,0,79.0,12.053164556962026,4.34003,0.23805,0.435,300.0,500.0,720.0,7.0,298.0,3.0,181.0,24.0,1.14,2019-11-01-ASR-internal_14142.csv,GBDT,195.80595295326683,15,2
BUSSEP_clean,Nd,Unmodified,0,79.0,11.176455696202531,5.87951,0.220735,0.4442,300.0,500.0,720.0,7.0,298.0,3.0,181.0,24.0,1.14,2019-11-01-ASR-internal_14142.csv,GBDT,195.80595295326683,16,2
DOJXUW_clean,Nd,Unmodified,0,79.0,13.35660759493671,4.83603,0.263793,0.4402,300.0,500.0,720.0,7.0,298.0,3.0,181.0,24.0,1.14,2019-11-01-ASR-internal_14142.csv,GBDT,195.80595295326683,17,2
IYAHAT_clean,Nd,Unmodified,0,79.0,12.975392405063293,4.67222,0.256264,0.4528,300.0,500.0,720.0,7.0,298.0,3.0,181.0,24.0,1.14,2019-11-01-ASR-internal_14142.csv,GBDT,195.80595295326683,18,2
magnetochemistry3010001_PF362NdCl_clean,Nd,Unmodified,0,79.0,12.361164556962024,4.20828,0.244133,0.445,300.0,500.0,720.0,7.0,298.0,3.0,181.0,24.0,1.14,2019-11-01-ASR-internal_14142.csv,GBDT,195.80595295326683,19,2
GUJGEY_clean,Nd,Unmodified,0,79.0,13.046683544303798,4.66121,0.257672,0.438,300.0,500.0,720.0,7.0,298.0,3.0,181.0,24.0,1.14,2019-11-01-ASR-internal_14142.csv,GBDT,195.80595295326683,20,2
RAVCUO_clean,Nd,Unmodified,0,79.0,11.772759493670886,4.66502,0.232512,0.4046,300.0,500.0,720.0,7.0,298.0,3.0,181.0,24.0,1.14,2019-11-01-ASR-internal_14142.csv,GBDT,195.80595295326683,21,2
YEBKOG_clean,Nd,Unmodified,0,79.0,13.915544303797468,4.5315,0.274832,0.5136,300.0,500.0,720.0,7.0,298.0,3.0,181.0,24.0,1.14,2019-11-01-ASR-internal_14142.csv,GBDT,195.80595295326683,22,2
MOWQIZ_clean,Nd,Unmodified,0,79.0,13.849569620253165,5.23784,0.273529,0.5288,300.0,500.0,720.0,7.0,298.0,3.0,181.0,24.0,1.14,2019-11-01-ASR-internal_14142.csv,GBDT,195.80595295326683,23,2
AQMAND01_clean,Nd,Unmodified,0,79.0,11.296506329113924,3.38568,0.223106,0.4646,300.0,500.0,720.0,7.0,298.0,3.0,181.0,24.0,1.14,2019-11-01-ASR-internal_14142.csv,GBDT,195.80595295326683,24,2
AMALND_clean,Nd,Unmodified,0,79.0,13.457772151898734,3.73865,0.265791,0.4986,300.0,500.0,720.0,7.0,298.0,3.0,181.0,24.0,1.14,2019-11-01-ASR-internal_14142.csv,GBDT,195.80595295326683,25,2
LEDJUA_clean,Nd,Unmodified,0,79.0,11.857316455696202,3.65716,0.234182,0.4356,300.0,500.0,720.0,7.0,298.0,3.0,181.0,24.0,1.14,2019-11-01-ASR-internal_14142.csv,GBDT,195.80595295326683,26,2
FAFGAU_clean,Nd,Unmodified,0,79.0,11.353974683544303,4.21105,0.224241,0.4222,300.0,500.0,720.0,7.0,298.0,3.0,181.0,24.0,1.14,2019-11-01-ASR-internal_14142.csv,GBDT,195.80595295326683,27,2
VUCDAA_clean,Nd,Unmodified,0,79.0,13.15007594936709,5.82839,0.259714,0.4802,300.0,500.0,720.0,7.0,298.0,3.0,181.0,24.0,1.14,2019-11-01-ASR-internal_14142.csv,GBDT,195.80595295326683,28,2
USUQOQ_clean,Nd,Unmodified,0,79.0,12.646835443037975,5.12561,0.249775,0.4598,300.0,500.0,720.0,7.0,298.0,3.0,181.0,24.0,1.14,2019-11-01-ASR-internal_14142.csv,GBDT,195.80595295326683,29,2
AQMAND_clean,Nd,Unmodified,0,79.0,11.15387341772152,3.37168,0.220289,0.4536,300.0,500.0,720.0,7.0,298.0,3.0,181.0,24.0,1.14,2019-11-01-ASR-internal_14142.csv,GBDT,195.80595295326683,30,2
GAFBEX_clean,Nd,Unmodified,0,79.0,13.305113924050634,3.39789,0.262776,0.5018,300.0,500.0,720.0,7.0,298.0,3.0,181.0,24.0,1.14,2019-11-01-ASR-internal_14142.csv,GBDT,195.80595295326683,31,2
VARWES_charged,Nd,Unmodified,0,79.0,11.163139240506329,4.65014,0.220472,0.4318,300.0,500.0,720.0,7.0,298.0,3.0,181.0,24.0,1.14,2019-11-01-ASR-internal_14142.csv,GBDT,195.80595295326683,32,2
SEVWEV_clean_h,Nd,Unmodified,0,79.0,11.057518987341773,3.1447,0.218386,0.4256,300.0,500.0,720.0,7.0,298.0,3.0,181.0,24.0,1.14,2019-11-01-ASR-internal_14142.csv,GBDT,195.64487641685653,33,3
KIHTOL01_clean,Nd,Unmodified,0,79.0,9.921367088607594,3.32214,0.195947,0.3658,300.0,500.0,720.0,7.0,298.0,3.0,181.0,24.0,1.14,2019-11-01-ASR-internal_14142.csv,GBDT,195.6387927802502,34,4
KIHTOL_clean,Nd,Unmodified,0,79.0,10.098126582278482,3.42127,0.199438,0.37,300.0,500.0,720.0,7.0,298.0,3.0,181.0,24.0,1.14,2019-11-01-ASR-internal_14142.csv,GBDT,195.6387927802502,35,4
JEMQEY_clean,Nd,Unmodified,0,79.0,10.250987341772152,3.332,0.202457,0.3544,300.0,500.0,720.0,7.0,298.0,3.0,181.0,24.0,1.14,2019-11-01-ASR-internal_14142.csv,GBDT,195.6387927802502,36,4
PAPKUP_clean,Nd,Unmodified,0,79.0,9.945164556962025,3.54754,0.196417,0.3386,300.0,500.0,720.0,7.0,298.0,3.0,181.0,24.0,1.14,2019-11-01-ASR-internal_14142.csv,GBDT,195.6387927802502,37,4
QITMOW_clean,Nd,Unmodified,0,79.0,10.284860759493672,3.51564,0.203126,0.404,300.0,500.0,720.0,7.0,298.0,3.0,181.0,24.0,1.14,2019-11-01-ASR-internal_14142.csv,GBDT,195.6387927802502,38,4
ODAJAG_clean,Nd,Unmodified,0,79.0,10.659645569620253,4.17677,0.210528,0.4414,300.0,500.0,720.0,7.0,298.0,3.0,181.0,24.0,1.14,2019-11-01-ASR-internal_14142.csv,GBDT,195.6387927802502,39,4
NAJGAH_clean,Nd,Unmodified,0,79.0,9.720101265822786,3.37262,0.191972,0.3474,300.0,500.0,720.0,7.0,298.0,3.0,181.0,24.0,1.14,2019-11-01-ASR-internal_14142.csv,GBDT,195.6387927802502,40,4
YUWKEH_clean,Nd,Unmodified,0,79.0,10.112101265822785,3.63512,0.199714,0.3642,300.0,500.0,720.0,7.0,298.0,3.0,181.0,24.0,1.14,2019-11-01-ASR-internal_14142.csv,GBDT,195.6387927802502,41,4
MUFHUR_clean,Nd,Unmodified,0,79.0,10.522835443037975,3.42,0.207826,0.427,300.0,500.0,720.0,7.0,298.0,3.0,181.0,24.0,1.14,2019-11-01-ASR-internal_14142.csv,GBDT,195.6387927802502,42,4
HIQPII_clean,Zn,Unmodified,0,79.0,14.207797468354432,3.86804,0.280604,0.4132,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,194.05140010388246,43,3
NANNAU_clean,Zn,Unmodified,0,79.0,16.020708860759495,4.84074,0.316409,0.4114,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,194.05140010388246,44,3
MEXDAU01_clean,Zn,Unmodified,0,79.0,14.390582278481013,4.5761,0.284214,0.534,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,194.05140010388246,45,3
c5cc06190c_c5cc06190c2_clean,Zn,Unmodified,0,79.0,14.415139240506328,3.47605,0.284699,0.4728,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,194.05140010388246,46,3
FESBEM_clean,Zn,Unmodified,0,79.0,15.310481012658228,5.39035,0.302382,0.452,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,194.05140010388246,47,3
TANNUT_clean,Zn,Unmodified,0,79.0,15.34106329113924,3.94901,0.302986,0.4472,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,194.05140010388246,48,3
FEJDEE_clean,Zn,Unmodified,0,79.0,15.649518987341773,4.71312,0.309078,0.5676,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,194.05140010388246,49,3
LABGAY_clean,Zn,Unmodified,0,79.0,14.912506329113924,4.46512,0.294522,0.4312,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,194.05140010388246,50,3
FAQVEA_clean,Zn,Unmodified,0,79.0,15.755696202531643,4.28187,0.311175,0.4562,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,194.05140010388246,51,3
FOJVUX_clean,Zn,Unmodified,0,79.0,15.878835443037977,3.90292,0.313607,0.4328,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,194.05140010388246,52,3
KOMHAW_clean,Zn,Unmodified,0,79.0,14.906430379746835,4.30719,0.294402,0.4924,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,194.05140010388246,53,3
KUDYUE_clean,Zn,Unmodified,0,79.0,15.200506329113923,4.19276,0.30021,0.5498,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,194.05140010388246,54,3
BUCYAA_clean,Zn,Unmodified,0,79.0,14.21640506329114,5.25072,0.280774,0.4806,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,194.05140010388246,55,3
BUBWOM_clean,Zn,Unmodified,0,79.0,14.447898734177215,4.29554,0.285346,0.4206,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,194.05140010388246,56,3
CUYVOI_clean,Zn,Unmodified,0,79.0,15.64632911392405,4.52428,0.309015,0.4404,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,194.05140010388246,57,3
VIYZIO01_clean,Zn,Unmodified,0,79.0,16.03230379746835,4.31413,0.316638,0.4426,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,194.05140010388246,58,3
WALBOC02_clean,Zn,Unmodified,0,79.0,14.37832911392405,4.1969,0.283972,0.483,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,194.05140010388246,59,3
WALCIX_clean,Zn,Unmodified,0,79.0,14.309063291139243,4.16345,0.282604,0.4836,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,194.05140010388246,60,3
VIYZIO_clean,Zn,Unmodified,0,79.0,15.85118987341772,4.30268,0.313061,0.4376,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,194.05140010388246,61,3
MALWOM_clean,Zn,Unmodified,0,79.0,15.770886075949369,4.33227,0.311475,0.5544,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,194.05140010388246,62,3
CUGFAN01_clean,Zn,Unmodified,0,79.0,14.54718987341772,3.73487,0.287307,0.4126,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,194.05140010388246,63,3
CUGFAN_clean,Zn,Unmodified,0,79.0,16.058886075949363,4.06955,0.317163,0.441,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,194.05140010388246,64,3
IMIDZB02_clean,Zn,Unmodified,0,79.0,15.01518987341772,4.37093,0.29655,0.4568,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,194.05140010388246,65,3
IJODES_clean,Zn,Unmodified,0,79.0,16.03387341772152,4.9358,0.316669,0.4568,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,194.05140010388246,66,3
BAKFAV_clean,Zn,Unmodified,0,79.0,15.29893670886076,5.07804,0.302154,0.5434,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,194.05140010388246,67,3
XOQXEH_clean,Zn,Unmodified,0,79.0,15.589620253164556,5.17553,0.307895,0.4694,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,194.05140010388246,68,3
MEXDAU_clean,Zn,Unmodified,0,79.0,14.60060759493671,4.54871,0.288362,0.5446,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,194.05140010388246,69,3
DOWBOH01_clean,Zn,Unmodified,0,79.0,14.883746835443038,5.10305,0.293954,0.4804,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,194.05140010388246,70,3
NEVJOP_clean,Zn,Unmodified,0,79.0,15.550632911392405,5.38691,0.307125,0.458,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,194.05140010388246,71,3
DUXSUM_clean,Zn,Unmodified,0,79.0,16.06253164556962,3.39353,0.317235,0.4166,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,194.05140010388246,72,3
HABRIN_clean,Zn,Unmodified,0,79.0,14.225113924050632,3.86703,0.280946,0.4136,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,194.05140010388246,73,3
ILOJEZ_clean,Zn,Unmodified,0,79.0,15.329113924050633,4.06811,0.30275,0.4204,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,194.05140010388246,74,3
XAKRAE_clean,Zn,Unmodified,0,79.0,15.99620253164557,3.51244,0.315925,0.4254,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,194.05140010388246,75,3
DISSUU_clean,Zn,Unmodified,0,79.0,14.615392405063291,5.80103,0.288654,0.5386,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,194.05140010388246,76,3
JOKWOV_clean,Zn,Unmodified,0,79.0,14.205215189873417,5.03424,0.280553,0.5492,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,194.05140010388246,77,3
PAGFUZ_clean,Zn,Unmodified,0,79.0,15.802835443037974,4.29972,0.312106,0.5608,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,194.05140010388246,78,3
EWETIL_clean,Zn,Unmodified,0,79.0,14.291544303797467,4.41968,0.282258,0.4034,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,194.05140010388246,79,3
CODSOF_clean,Zn,Unmodified,0,79.0,14.204708860759494,4.21568,0.280543,0.4032,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,194.05140010388246,80,3
ASALIP_clean,Zn,Unmodified,0,79.0,15.61686075949367,4.03121,0.308433,0.4626,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,194.05140010388246,81,3
FIGVUN_clean,Zn,Unmodified,0,79.0,14.327088607594936,4.04027,0.28296,0.5318,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,194.05140010388246,82,3
GIMVAA_clean,Zn,Unmodified,0,79.0,14.76253164556962,3.80885,0.29156,0.4886,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,194.05140010388246,83,3
AFOQUI_clean,Zn,Unmodified,0,79.0,14.962734177215191,4.25157,0.295514,0.479,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,194.05140010388246,84,3
RAPMOK_clean,Zn,Unmodified,0,79.0,14.363949367088606,5.38557,0.283688,0.5636,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,194.05140010388246,85,3
QESRAI_clean,Zn,Unmodified,0,79.0,14.467341772151897,4.40312,0.28573,0.564,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,194.05140010388246,86,3
QAKFIU_clean,Zn,Unmodified,0,79.0,15.596405063291138,4.13083,0.308029,0.4314,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,194.05140010388246,87,3
NUSSEA_clean,Zn,Unmodified,0,79.0,15.53220253164557,4.72535,0.306761,0.4966,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,194.05140010388246,88,3
RAQVEM_clean,Zn,Unmodified,0,79.0,15.615392405063291,4.14606,0.308404,0.4262,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,194.05140010388246,89,3
ETIXEM_clean,Zn,Unmodified,0,79.0,16.06045569620253,4.4488,0.317194,0.421,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,194.05140010388246,90,3
RAXDAX_clean,Zn,Unmodified,0,79.0,14.661316455696204,3.78,0.289561,0.4166,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,194.05140010388246,91,3
EMODOZ_clean,Zn,Unmodified,0,79.0,14.318683544303797,4.35663,0.282794,0.5606,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,194.05140010388246,92,3
HOFMAS_clean,Zn,Unmodified,0,79.0,15.980354430379748,3.80524,0.315612,0.4318,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,194.05140010388246,93,3
GELJAJ_clean,Zn,Unmodified,0,79.0,15.551291139240508,4.01632,0.307138,0.4348,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,194.05140010388246,94,3
GEVYEN_clean,Zn,Unmodified,0,79.0,15.375291139240506,3.46357,0.303662,0.4294,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,194.05140010388246,95,3
EZABAJ_clean,Zn,Unmodified,0,79.0,15.224101265822783,3.88346,0.300676,0.4958,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,194.05140010388246,96,3
ECUTON_clean,Zn,Unmodified,0,79.0,14.108810126582279,3.86672,0.278649,0.409,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,194.05140010388246,97,3
MIQLEE_charged,Zn,Unmodified,0,79.0,14.90906329113924,4.88305,0.294454,0.4482,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,194.05140010388246,98,3
KEXPIO_clean,Zn,Unmodified,0,79.0,15.640911392405064,4.2954,0.308908,0.4682,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,194.05140010388246,99,3
PUQHIT_SL,Zn,Unmodified,0,79.0,14.615189873417723,4.11931,0.28865,0.431,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,194.05140010388246,100,3
FECWOB01_clean,Zn,Unmodified,0,79.0,14.224151898734176,4.17085,0.280927,0.4434,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,194.05140010388246,101,3
ELIYUU_clean,Zn,Unmodified,0,79.0,14.71179746835443,4.2995,0.290558,0.5014,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,194.05140010388246,102,3
FASQUN_clean,Zn,Unmodified,0,79.0,15.75240506329114,5.13227,0.31111,0.4742,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,194.05140010388246,103,3
PURRIE_clean,Zn,Unmodified,0,79.0,14.369822784810125,4.99199,0.283804,0.3844,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,194.05140010388246,104,3
FECWOB_clean,Zn,Unmodified,0,79.0,14.718784810126584,4.21201,0.290696,0.4588,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,194.05140010388246,105,3
PEBCAA_clean,Zn,Unmodified,0,79.0,14.737012658227847,4.95801,0.291056,0.5454,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,194.05140010388246,106,3
DEPJIR_clean,Zn,Unmodified,0,79.0,15.614126582278482,3.91385,0.308379,0.4794,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,194.05140010388246,107,3
VEHLEA02_clean,Zn,Unmodified,0,79.0,15.699392405063291,4.00641,0.310063,0.5616,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,194.05140010388246,108,3
KAFTUI_clean,Zn,Unmodified,0,79.0,15.477620253164556,5.18489,0.305683,0.4642,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,194.05140010388246,109,3
DEPJIR01_clean,Zn,Unmodified,0,79.0,15.705974683544303,3.85665,0.310193,0.492,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,194.05140010388246,110,3
TAKZEN_clean,Zn,Unmodified,0,79.0,15.678936708860759,4.16727,0.309659,0.476,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,194.05140010388246,111,3
LODPUR_clean,Zn,Unmodified,0,79.0,15.77098734177215,3.98082,0.311477,0.4234,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,194.05140010388246,112,3
WALBOC01_clean,Zn,Unmodified,0,79.0,14.416253164556963,4.21583,0.284721,0.4834,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,194.05140010388246,113,3
