cif_file,metal,modification,mod_code,sa,mpd,pd,pv,vf,ci,ad,time,ph,temp,ionic_charge,atomic_radius,polarizability,electronegativity,source_file,first_model_name,first_model_q,first_global_rank,first_metal_rank
cg8002564_si_006_clean,Cu,Unmodified,0,79.0,20.312050632911394,5.14176,0.401163,0.5124,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv,GBDT,137.94920068367125,917,20
PAPPIH_clean,Cu,Unmodified,0,79.0,20.418835443037974,3.83347,0.403272,0.4648,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv,GBDT,137.94920068367125,918,20
KOKSIO_clean,Cu,Unmodified,0,79.0,20.757721518987342,4.16651,0.409965,0.5102,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv,GBDT,137.94920068367125,919,20
ADINCU_clean,Cu,Unmodified,0,79.0,20.694835443037974,4.24935,0.408723,0.4736,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv,GBDT,137.94920068367125,920,20
AHEBAS_clean,Cu,Unmodified,0,79.0,20.212050632911392,5.90829,0.399188,0.5054,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv,GBDT,137.94920068367125,921,20
LETVUB_clean,Cu,Unmodified,0,79.0,20.884962025316455,4.95946,0.412478,0.4856,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv,GBDT,137.94920068367125,922,20
ONAWEG_clean,Cu,Unmodified,0,79.0,20.86460759493671,3.62774,0.412076,0.5072,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv,GBDT,137.94920068367125,923,20
UKAKUO_clean,Cu,Unmodified,0,79.0,21.217569620253165,4.90747,0.419047,0.5242,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv,GBDT,137.850123195778,924,21
WASNOU_clean,Cu,Unmodified,0,79.0,22.251189873417722,4.83353,0.439461,0.5118,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv,GBDT,137.850123195778,925,21
CITXUZ_clean,Cu,Unmodified,0,79.0,22.22820253164557,5.80705,0.439007,0.5388,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv,GBDT,137.850123195778,926,21
MAGCUU_clean,Fe,Unmodified,0,79.0,27.373012658227847,5.53566,0.540617,0.5044,300.0,500.0,720.0,7.0,298.0,3.0,126.0,8.4,1.83,2019-11-01-ASR-internal_14142.csv,GBDT,137.72274887274506,927,15
SIVSOH_clean,Fe,Unmodified,0,79.0,24.45372151898734,5.26253,0.482961,0.5006,300.0,500.0,720.0,7.0,298.0,3.0,126.0,8.4,1.83,2019-11-01-ASR-internal_14142.csv,GBDT,137.72274887274506,928,15
IHAZOH_clean,Fe,Unmodified,0,79.0,20.86237974683544,7.81797,0.412032,0.5218,300.0,500.0,720.0,7.0,298.0,3.0,126.0,8.4,1.83,2019-11-01-ASR-internal_14142.csv,GBDT,137.65797763311045,929,16
MAGDAB_clean,Fe,Unmodified,0,79.0,28.133974683544302,5.47778,0.555646,0.524,300.0,500.0,720.0,7.0,298.0,3.0,126.0,8.4,1.83,2019-11-01-ASR-internal_14142.csv,GBDT,137.6154209347714,930,17
RUVRUX_clean,Cu,Unmodified,0,79.0,16.499746835443037,6.28259,0.32587,0.5846,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv,GBDT,137.11168861270488,931,22
YAZYUU_clean,Cu,Unmodified,0,79.0,18.502632911392407,6.74224,0.365427,0.5212,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv,GBDT,137.11168861270488,932,22
QANSUV_clean,Cu,Unmodified,0,79.0,16.767139240506328,6.55458,0.331151,0.502,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv,GBDT,137.11168861270488,933,22
BIHRER_clean,Cu,Unmodified,0,79.0,18.892050632911392,6.1845,0.373118,0.4676,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv,GBDT,137.11168861270488,934,22
OBUREL_clean,Cu,Unmodified,0,79.0,19.136911392405064,8.37405,0.377954,0.5,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv,GBDT,137.11168861270488,935,22
IZEVAM_clean,Cu,Unmodified,0,79.0,16.656354430379746,6.17073,0.328963,0.551,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv,GBDT,137.11168861270488,936,22
GONMON_clean,Cu,Unmodified,0,79.0,16.820759493670884,7.36451,0.33221,0.5014,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv,GBDT,137.11168861270488,937,22
cm501138g_si_003_clean,Cu,Unmodified,0,79.0,16.68060759493671,11.06733,0.329442,0.5212,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv,GBDT,137.11168861270488,938,22
CAGLIF_clean,Fe,Unmodified,0,79.0,18.082025316455695,2.9116,0.35712,0.4544,300.0,500.0,720.0,7.0,298.0,3.0,126.0,8.4,1.83,2019-11-01-ASR-internal_14142.csv,GBDT,137.07701340811946,939,18
SEMFOH_clean,Cu,Unmodified,0,79.0,23.50587341772152,7.8249,0.464241,0.5384,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv,GBDT,136.98654732411043,940,23
XINYAW_clean,Cu,Unmodified,0,79.0,22.522025316455696,6.39712,0.44481,0.501,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv,GBDT,136.98654732411043,941,23
BUPFAU_clean,Cu,Unmodified,0,79.0,23.03493670886076,9.60107,0.45494,0.6332,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv,GBDT,136.98654732411043,942,23
NATNOM_charged,Cu,Unmodified,0,79.0,27.038075949367087,4.69305,0.534002,0.562,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv,GBDT,136.6000035735726,943,24
MIVWAR_clean,Cu,Unmodified,0,79.0,24.80045569620253,5.82094,0.489809,0.5288,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv,GBDT,136.6000035735726,944,24
ILAXEA_clean,Cu,Unmodified,0,79.0,25.680303797468355,5.56403,0.507186,0.5288,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv,GBDT,136.6000035735726,945,24
EBINUA02_clean,Cu,Unmodified,0,79.0,26.940151898734175,4.09342,0.532068,0.55,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv,GBDT,136.6000035735726,946,24
ONAWEG01_clean,Cu,Unmodified,0,79.0,24.57837974683544,3.83089,0.485423,0.5304,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv,GBDT,136.6000035735726,947,24
SETXIA_clean,Cu,Unmodified,0,79.0,20.005113924050633,9.22567,0.395101,0.5214,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv,GBDT,136.53523233393798,948,25
cm501138g_si_004_clean,Cu,Unmodified,0,79.0,21.21812658227848,11.11311,0.419058,0.531,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv,GBDT,136.53523233393798,949,25
DANROC_clean,Cu,Unmodified,0,79.0,21.67954430379747,8.97986,0.428171,0.5074,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv,GBDT,136.53523233393798,950,25
MOXPOF_charged,Cu,Unmodified,0,79.0,28.438177215189874,6.00584,0.561654,0.548,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv,GBDT,136.49267563559894,951,26
EBINUA_clean,Cu,Unmodified,0,79.0,27.866936708860756,4.14048,0.550372,0.5614,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv,GBDT,136.49267563559894,952,26
EBINUA01_clean,Cu,Unmodified,0,79.0,28.473822784810128,4.20924,0.562358,0.5696,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv,GBDT,136.49267563559894,953,26
TOWNAW_clean,Fe,Unmodified,0,79.0,24.249417721518988,6.32785,0.478926,0.5396,300.0,500.0,720.0,7.0,298.0,3.0,126.0,8.4,1.83,2019-11-01-ASR-internal_14142.csv,GBDT,136.40785801090504,954,19
KUXRUS_clean,Fe,Unmodified,0,79.0,27.175594936708865,8.59285,0.536718,0.5934,300.0,500.0,720.0,7.0,298.0,3.0,126.0,8.4,1.83,2019-11-01-ASR-internal_14142.csv,GBDT,136.40785801090504,955,19
PURQEZ_clean,Zn,Unmodified,0,273.621,6.583778291870873,4.01335,0.450365,0.5654,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,135.84902092056834,956,66
UZIGOB_clean,Zn,Unmodified,0,164.012,6.442796868521817,4.03408,0.264174,0.4446,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,135.71530998010437,957,67
UGISAE01_clean,Zn,Unmodified,0,169.547,6.098533150099971,4.56586,0.258497,0.5312,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,135.71530998010437,958,67
IBUYAH_clean,Zn,Unmodified,0,168.587,6.339089016353575,4.28353,0.267172,0.3994,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,135.71530998010437,959,67
FIWJIG_clean,Cu,Unmodified,0,79.0,25.146734177215187,6.45458,0.496648,0.549,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv,GBDT,135.28511271173258,960,27
DAWVOO_clean,Cu,Unmodified,0,79.0,24.70506329113924,9.25061,0.487925,0.5904,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv,GBDT,135.28511271173258,961,27
FACMIH01_charged,Cu,Unmodified,0,79.0,27.60870886075949,14.0744,0.545272,0.5244,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv,GBDT,135.28511271173258,962,27
BUPDUM_clean,Cu,Unmodified,0,79.0,24.439898734177216,9.76326,0.482688,0.6388,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv,GBDT,135.28511271173258,963,27
TUGSUK_ion_b,Cu,Unmodified,0,79.0,25.035443037974684,8.53185,0.49445,0.5516,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv,GBDT,135.28511271173258,964,27
IDORIE_clean,Cu,Unmodified,0,79.0,24.725164556962024,8.97123,0.488322,0.5708,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv,GBDT,135.28511271173258,965,27
ILOSOS_clean,Cu,Unmodified,0,79.0,26.91098734177215,8.86399,0.531492,0.5824,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv,GBDT,135.28511271173258,966,27
LUSQIB_clean,Cu,Unmodified,0,79.0,24.863341772151898,6.45531,0.491051,0.5472,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv,GBDT,135.28511271173258,967,27
MIJFIU_clean,Cu,Unmodified,0,79.0,26.57994936708861,7.7548,0.524954,0.5282,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv,GBDT,135.28511271173258,968,27
XICVUB_clean,Cu,Unmodified,0,79.0,27.29711392405063,6.30774,0.539118,0.5806,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv,GBDT,135.28511271173258,969,27
FACMIH_charged,Cu,Unmodified,0,79.0,27.64030379746836,14.18478,0.545896,0.525,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv,GBDT,135.17778477375893,970,28
KOLYUH_clean,Cu,Unmodified,0,79.0,27.69210126582279,6.17756,0.546919,0.5466,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv,GBDT,135.17778477375893,971,28
GIRYEN_clean,Zn,Unmodified,0,191.829,5.626698778599691,4.46145,0.269841,0.4038,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,134.69638368426428,972,68
GARQEY_clean,Zn,Unmodified,0,263.785,6.586181928464469,6.65568,0.434334,0.4988,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,134.08281506855587,973,69
MOMRIR_clean,Zn,Unmodified,0,158.247,8.254665175327178,4.41914,0.326569,0.4588,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,133.26469504547336,974,70
MAGBUT01_clean,Fe,Unmodified,0,79.0,40.849924050632914,6.04955,0.806786,0.6282,300.0,500.0,720.0,7.0,298.0,3.0,126.0,8.4,1.83,2019-11-01-ASR-internal_14142.csv,GBDT,132.97126077379338,975,20
WOYJID_clean,Ti,Unmodified,0,79.0,7.176911392405064,4.20354,0.141744,0.3326,300.0,500.0,720.0,7.0,298.0,4.0,140.0,10.0,1.54,2019-11-01-ASR-internal_14142.csv,GBDT,131.90250008362,976,6
WOXROQ_clean,Ti,Unmodified,0,79.0,6.724962025316455,3.84162,0.132818,0.3394,300.0,500.0,720.0,7.0,298.0,4.0,140.0,10.0,1.54,2019-11-01-ASR-internal_14142.csv,GBDT,131.90250008362,977,6
WOXRIK_clean,Ti,Unmodified,0,79.0,8.478430379746834,3.83193,0.167449,0.3806,300.0,500.0,720.0,7.0,298.0,4.0,140.0,10.0,1.54,2019-11-01-ASR-internal_14142.csv,GBDT,131.90250008362,978,6
WUXMIL_clean,Zr,Unmodified,0,79.0,6.857670886075949,3.85586,0.135439,0.368,300.0,500.0,720.0,7.0,298.0,4.0,160.0,11.1,1.33,2019-11-01-ASR-internal_14142.csv,GBDT,131.87213490795043,979,10
QAXROW_clean,Zr,Unmodified,0,79.0,8.036354430379747,5.17222,0.158718,0.4082,300.0,500.0,720.0,7.0,298.0,4.0,160.0,11.1,1.33,2019-11-01-ASR-internal_14142.csv,GBDT,131.87213490795043,980,10
WUXMAD_clean,Zr,Unmodified,0,79.0,6.986177215189872,3.83437,0.137977,0.3748,300.0,500.0,720.0,7.0,298.0,4.0,160.0,11.1,1.33,2019-11-01-ASR-internal_14142.csv,GBDT,131.87213490795043,981,10
WUXMEH_clean,Zr,Unmodified,0,79.0,8.492050632911393,3.80315,0.167718,0.416,300.0,500.0,720.0,7.0,298.0,4.0,160.0,11.1,1.33,2019-11-01-ASR-internal_14142.csv,GBDT,131.87213490795043,982,10
QERCEV_clean,Zr,Unmodified,0,79.0,8.230886075949368,3.81997,0.16256,0.4082,300.0,500.0,720.0,7.0,298.0,4.0,160.0,11.1,1.33,2019-11-01-ASR-internal_14142.csv,GBDT,131.87213490795043,983,10
BOJDAG_clean,Zr,Unmodified,0,79.0,8.31706329113924,5.39507,0.164262,0.4208,300.0,500.0,720.0,7.0,298.0,4.0,160.0,11.1,1.33,2019-11-01-ASR-internal_14142.csv,GBDT,131.87213490795043,984,10
SIQFED_clean,Zr,Unmodified,0,79.0,8.593518987341772,4.03685,0.169722,0.4164,300.0,500.0,720.0,7.0,298.0,4.0,160.0,11.1,1.33,2019-11-01-ASR-internal_14142.csv,GBDT,131.87213490795043,985,10
RABNOX_clean,Zr,Unmodified,0,79.0,8.57640506329114,3.57391,0.169384,0.346,300.0,500.0,720.0,7.0,298.0,4.0,160.0,11.1,1.33,2019-11-01-ASR-internal_14142.csv,GBDT,131.87213490795043,986,10
SIQFIH_clean,Zr,Unmodified,0,79.0,8.662177215189873,4.05766,0.171078,0.42,300.0,500.0,720.0,7.0,298.0,4.0,160.0,11.1,1.33,2019-11-01-ASR-internal_14142.csv,GBDT,131.87213490795043,987,10
JASMIA_clean,Zn,Unmodified,0,79.0,6.495493670886076,4.37046,0.128286,0.3242,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,131.61849471079506,988,71
JEXSOV_clean,Nd,Unmodified,0,79.0,6.74298734177215,4.38918,0.133174,0.3706,300.0,500.0,720.0,7.0,298.0,3.0,181.0,24.0,1.14,2019-11-01-ASR-internal_14142.csv,GBDT,130.92243262554842,989,22
ZETQIA_clean,Nd,Unmodified,0,79.0,8.575493670886075,4.38937,0.169366,0.3692,300.0,500.0,720.0,7.0,298.0,3.0,181.0,24.0,1.14,2019-11-01-ASR-internal_14142.csv,GBDT,130.92243262554842,990,22
DOQHIB_clean,Nd,Unmodified,0,79.0,8.36526582278481,3.51583,0.165214,0.3918,300.0,500.0,720.0,7.0,298.0,3.0,181.0,24.0,1.14,2019-11-01-ASR-internal_14142.csv,GBDT,130.92243262554842,991,22
MOCHIW_clean,Nd,Unmodified,0,79.0,8.301873417721518,3.62374,0.163962,0.4314,300.0,500.0,720.0,7.0,298.0,3.0,181.0,24.0,1.14,2019-11-01-ASR-internal_14142.csv,GBDT,130.92243262554842,992,22
MAXHOK_clean,Nd,Unmodified,0,79.0,8.375696202531646,3.23312,0.16542,0.3968,300.0,500.0,720.0,7.0,298.0,3.0,181.0,24.0,1.14,2019-11-01-ASR-internal_14142.csv,GBDT,130.76135608913813,993,23
PEGQAV_clean,Nd,Unmodified,0,79.0,9.252303797468354,5.14547,0.182733,0.4248,300.0,500.0,720.0,7.0,298.0,3.0,181.0,24.0,1.14,2019-11-01-ASR-internal_14142.csv,GBDT,130.36603108247843,994,24
MUXHUI01_clean,Nd,Unmodified,0,79.0,9.705873417721518,3.32627,0.191691,0.3974,300.0,500.0,720.0,7.0,298.0,3.0,181.0,24.0,1.14,2019-11-01-ASR-internal_14142.csv,GBDT,130.36603108247843,995,24
CECVOW_clean,Nd,Unmodified,0,79.0,8.941822784810126,3.93864,0.176601,0.3882,300.0,500.0,720.0,7.0,298.0,3.0,181.0,24.0,1.14,2019-11-01-ASR-internal_14142.csv,GBDT,130.36603108247843,996,24
VAZLAL_clean,Nd,Unmodified,0,79.0,9.418784810126581,3.43999,0.186021,0.3996,300.0,500.0,720.0,7.0,298.0,3.0,181.0,24.0,1.14,2019-11-01-ASR-internal_14142.csv,GBDT,130.36603108247843,997,24
UDIHIZ_charged,Nd,Unmodified,0,79.0,9.586379746835442,3.78982,0.189331,0.3974,300.0,500.0,720.0,7.0,298.0,3.0,181.0,24.0,1.14,2019-11-01-ASR-internal_14142.csv,GBDT,130.36603108247843,998,24
MUXHUI02_clean,Nd,Unmodified,0,79.0,9.596911392405064,3.33088,0.189539,0.3926,300.0,500.0,720.0,7.0,298.0,3.0,181.0,24.0,1.14,2019-11-01-ASR-internal_14142.csv,GBDT,130.36603108247843,999,24
FAPYEA_clean,Cu,Unmodified,0,79.0,9.682177215189874,2.53256,0.191223,0.3026,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv,GBDT,130.09103316604575,1000,29
VAPRIQ_clean,Zn,Unmodified,0,79.0,7.9491645569620255,4.42277,0.156996,0.352,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,128.40530359922394,1001,72
EJUVOU_clean,Zn,Unmodified,0,79.0,8.489772151898734,3.96956,0.167673,0.4486,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,128.40530359922394,1002,72
HIWXER01_SL,Zn,Unmodified,0,79.0,7.63473417721519,3.29206,0.150786,0.382,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,128.40530359922394,1003,72
DOWQIP_clean,Zn,Unmodified,0,79.0,8.627240506329114,3.86725,0.170388,0.4508,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,128.40530359922394,1004,72
XOSQUR_ion_b,Zn,Unmodified,0,79.0,6.807594936708861,4.37136,0.13445,0.372,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,128.40530359922394,1005,72
CAVROI_clean,Zn,Unmodified,0,79.0,7.959898734177215,4.05364,0.157208,0.3088,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,128.40530359922394,1006,72
DUXLUF_clean,Zn,Unmodified,0,79.0,8.604962025316455,3.97637,0.169948,0.3118,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,128.40530359922394,1007,72
DUXLUF03_clean,Zn,Unmodified,0,79.0,8.541367088607595,4.03238,0.168692,0.3096,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,128.40530359922394,1008,72
DUXLUF01_clean,Zn,Unmodified,0,79.0,8.699797468354431,3.75472,0.171821,0.314,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,128.40530359922394,1009,72
WAQQUB_clean,Zn,Unmodified,0,79.0,8.38820253164557,3.69238,0.165667,0.307,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,128.40530359922394,1010,72
KEQYOU_clean,Zn,Unmodified,0,79.0,8.1753417721519,4.18914,0.161463,0.414,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,128.40530359922394,1011,72
DUXLUF02_clean,Zn,Unmodified,0,79.0,8.496101265822785,3.90407,0.167798,0.3066,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,128.40530359922394,1012,72
GUQTOB_clean,Zn,Unmodified,0,79.0,7.701316455696203,3.95311,0.152101,0.4128,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,128.40530359922394,1013,72
OPUDIN_clean,Zn,Unmodified,0,79.0,8.12506329113924,3.99092,0.16047,0.3924,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,128.40530359922394,1014,72
HIWXER_clean,Zn,Unmodified,0,79.0,7.399797468354429,3.22971,0.146146,0.3726,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,128.24422706281362,1015,73
NARPUU_clean,Nd,Unmodified,0,304.676,2.8780868857409185,4.57962,0.219221,0.431,300.0,500.0,720.0,7.0,298.0,3.0,181.0,24.0,1.14,2019-11-01-ASR-internal_14142.csv,GBDT,127.90147579469755,1016,25
PARWAJ_clean,Zn,Unmodified,0,79.0,9.197620253164558,3.87368,0.181653,0.4062,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,127.84890205615395,1017,74
KOMHOK_clean,Zn,Unmodified,0,79.0,9.185620253164556,3.76983,0.181416,0.3508,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,127.84890205615395,1018,74
HEYFUM_clean,Zn,Unmodified,0,79.0,9.241316455696204,4.40012,0.182516,0.4726,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,127.84890205615395,1019,74
WEXQUL_clean,Zn,Unmodified,0,79.0,9.008151898734177,4.40552,0.177911,0.4586,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,127.84890205615395,1020,74
EMOSOO_clean,Zn,Unmodified,0,79.0,9.164151898734177,4.07662,0.180992,0.4674,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,127.84890205615395,1021,74
YAXBEF_clean,Zn,Unmodified,0,79.0,8.786835443037974,3.9961,0.17354,0.4538,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,127.84890205615395,1022,74
QADVUN_clean,Zn,Unmodified,0,79.0,9.554430379746837,3.777,0.1887,0.4546,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,127.84890205615395,1023,74
XAGDAL_SL,Zn,Unmodified,0,79.0,9.628303797468353,5.19312,0.190159,0.4096,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,127.84890205615395,1024,74
REYNUG_clean,Zn,Unmodified,0,79.0,9.632607594936708,3.09434,0.190244,0.358,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,127.68782551974364,1025,75
REYNUG01_clean,Zn,Unmodified,0,79.0,8.799696202531646,3.07924,0.173794,0.334,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,127.68782551974364,1026,75
VONRUN_clean,Nd,Unmodified,0,302.39,2.6672839710307885,4.1199,0.20164,0.3996,300.0,500.0,720.0,7.0,298.0,3.0,181.0,24.0,1.14,2019-11-01-ASR-internal_14142.csv,GBDT,127.49756510080975,1027,26
ic060608urom20060410_101638_clean,Zn,Unmodified,0,450.644,3.0342798306423697,4.58785,0.341845,0.5224,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,126.97205574729658,1028,76
QAKQEB_clean,Zn,Unmodified,0,460.794,2.9976084758048067,5.08272,0.34532,0.446,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv,GBDT,126.97205574729658,1029,76
