cif_file,metal,modification,mod_code,sa,mpd,pd,pv,vf,ci,ad,time,ph,temp,ionic_charge,atomic_radius,polarizability,electronegativity,source_file
MEXDEY_clean,Zn,Unmodified,0,294.04,2.277962182016052,5.3901,0.167453,0.4526,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
MEYLIN_clean,Cu,Unmodified,0,79.0,18.455189873417723,4.35255,0.36449,0.5864,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
MIBMER_clean,Fe,Unmodified,0,3079.94,1.2866783119151672,8.80758,0.990723,0.7072,300.0,500.0,720.0,7.0,298.0,3.0,126.0,8.4,1.83,2019-11-01-ASR-internal_14142.csv
MIBQAR01_clean,Zn,Unmodified,0,3728.95,1.4740878799662105,15.09334,1.3742,0.8106,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
MIBQAR02_clean,Zn,Unmodified,0,3723.41,1.4753787522727821,15.08377,1.37336,0.8108,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
MIBQAR03_clean,Zn,Unmodified,0,3722.22,1.4729059539737037,15.08046,1.37062,0.8102,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
MIBQAR04_clean,Zn,Unmodified,0,3718.18,1.474215879812166,15.07174,1.37035,0.8104,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
MIBQAR05_clean,Zn,Unmodified,0,3711.86,1.4746138054775773,15.06944,1.36839,0.8102,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
MIBQAR06_clean,Zn,Unmodified,0,3708.44,1.4750568972398097,15.07592,1.36754,0.8102,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
MIBQAR07_clean,Zn,Unmodified,0,3704.94,1.4753059428762678,15.05956,1.36648,0.8102,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
MIBQAR08_clean,Zn,Unmodified,0,3698.7,1.4767783275204802,15.05449,1.36554,0.8102,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
MIBQAR09_clean,Zn,Unmodified,0,3725.56,1.4601402205306049,15.04191,1.35996,0.8076,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
MIBQAR10_clean,Zn,Unmodified,0,3689.24,1.4774750355086685,15.02988,1.36269,0.81,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
MIBQAR11_clean,Zn,Unmodified,0,3691.41,1.4751978241376602,15.03541,1.36139,0.8098,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
MIBQAR12_clean,Zn,Unmodified,0,3687.86,1.4753596936977,15.03023,1.36023,0.8098,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
MIBQAR13_clean,Zn,Unmodified,0,3684.57,1.4762428180221845,15.02547,1.35983,0.81,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
MIBQAR14_clean,Zn,Unmodified,0,3679.85,1.4758753753549738,15.01814,1.35775,0.8096,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
MIBQAR15_clean,Zn,Unmodified,0,3680.03,1.4758031863870673,15.01631,1.35775,0.8098,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
MIBQAR17_clean,Zn,Unmodified,0,3698.88,1.46149104593823,15.0088,1.35147,0.8074,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
MIBQAR18_clean,Zn,Unmodified,0,3670.23,1.4759946924307195,14.9999,1.35431,0.8096,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
MIBQAR19_clean,Zn,Unmodified,0,3661.55,1.4769373625923445,14.98276,1.35197,0.8094,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
MIBQAR20_clean,Zn,Unmodified,0,3697.7,1.4579008572896666,14.99836,1.34772,0.8068,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
MIBQAR_clean,Zn,Unmodified,0,3733.3,1.4743203064313073,15.09102,1.37602,0.8108,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
MIDCAF_clean,Zn,Unmodified,0,1891.61,1.6608011165092171,11.10741,0.785397,0.6702,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
MIDRAT_clean,Zn,Unmodified,0,345.929,4.0741192556854156,4.2048,0.352339,0.4452,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
MIFKUJ_clean,Zn,Unmodified,0,2116.14,1.2094587314638918,6.05079,0.639846,0.5864,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
MIHHAN_SL,Zn,Unmodified,0,79.0,30.287291139240505,15.25766,0.598174,0.6158,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
MIHHIV_clean,Zn,Unmodified,0,79.0,30.573873417721515,15.29838,0.603834,0.6084,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
MIJBAK01_clean,Cu,Unmodified,0,774.988,1.855574537928329,6.57786,0.359512,0.4714,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
MIJBAK02_clean,Cu,Unmodified,0,714.144,1.8401666890711117,6.33392,0.328536,0.4486,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
MIJBAK03_clean,Cu,Unmodified,0,649.638,1.7718360071301245,6.12857,0.287763,0.417,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
MIJBAK04_clean,Cu,Unmodified,0,638.73,1.6886634415167596,6.06597,0.26965,0.4018,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
MIJBAK_clean,Cu,Unmodified,0,822.839,1.945595675460205,6.80526,0.400228,0.502,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
MIJFIU_clean,Cu,Unmodified,0,79.0,26.57994936708861,7.7548,0.524954,0.5282,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
MILROQ_clean,Cu,Unmodified,0,2683.42,1.9273464459532983,19.71713,1.29297,0.7756,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
MIMSOS_clean,Zn,Unmodified,0,1285.39,1.9346128412388457,11.1144,0.621683,0.613,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
MIMSUY_clean,Zn,Unmodified,0,1307.56,1.923344244241182,11.16343,0.628722,0.613,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
MIMVEJ_clean,Zn,Unmodified,0,683.791,2.2159928984148665,4.71676,0.378819,0.494,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
MIQLII_clean,Zn,Unmodified,0,1530.32,1.2991478906372524,6.49396,0.497028,0.6424,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
MIVWAR_clean,Cu,Unmodified,0,79.0,24.80045569620253,5.82094,0.489809,0.5288,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
MIXBAY_clean,Cu,Unmodified,0,3609.3,1.305726872246696,11.02015,1.17819,0.7544,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
MIXBEC_clean,Cu,Unmodified,0,3610.7,1.30546431439887,12.4058,1.17841,0.758,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
MIXBIG_auto,Cu,Unmodified,0,3206.74,1.2294030697842668,10.49302,0.985594,0.733,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
MIXKUB_clean,Zn,Unmodified,0,79.0,16.140911392405062,4.55803,0.318783,0.4692,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
MIXPIU_clean,Zn,Unmodified,0,79.0,12.864759493670887,4.25709,0.254079,0.4264,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
MIYGUX_clean,Cu,Unmodified,0,639.33,2.474440429824973,6.46706,0.395496,0.5398,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
MOCHIW_clean,Nd,Unmodified,0,79.0,8.301873417721518,3.62374,0.163962,0.4314,300.0,500.0,720.0,7.0,298.0,3.0,181.0,24.0,1.14,2019-11-01-ASR-internal_14142.csv
MOCKAR_clean,Cu,Unmodified,0,3112.76,1.2692170292602063,10.84435,0.987692,0.7394,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
MOCKEV_clean,Cu,Unmodified,0,2997.95,1.2754622325255591,10.91306,0.955943,0.734,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
MOFKUO_clean,Cu,Unmodified,0,2181.03,1.57547397330619,10.06674,0.859039,0.666,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
MOFLAV_clean,Cu,Unmodified,0,1793.12,1.785221290265013,10.54329,0.800279,0.6376,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
MOFPEE_clean,Zn,Unmodified,0,79.0,13.210784810126583,4.20774,0.260913,0.53,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
MOGVAG_clean,Zn,Unmodified,0,79.0,9.786987341772152,3.88706,0.193293,0.3922,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
MOKMOQ_clean,Zn,Unmodified,0,1369.76,1.5244889615699102,7.18996,0.522046,0.5662,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
MOLQEL_clean,Zn,Unmodified,0,2720.08,1.0793241375253668,7.00282,0.733962,0.6774,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
MOMRIR_clean,Zn,Unmodified,0,158.247,8.254665175327178,4.41914,0.326569,0.4588,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
MOMSIS_clean,Nd,Unmodified,0,964.98,1.2998113950548196,6.17338,0.313573,0.577,300.0,500.0,720.0,7.0,298.0,3.0,181.0,24.0,1.14,2019-11-01-ASR-internal_14142.csv
MONXIY_clean,Cu,Unmodified,0,1832.98,1.8022586171152988,14.80939,0.825876,0.7036,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
MOPFOO_clean,Zn,Unmodified,0,1547.83,1.3722308005401112,6.88524,0.530995,0.6306,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
MORFEG_clean,Cu,Unmodified,0,533.579,2.6365655320018218,4.79928,0.351704,0.4706,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
MOSGIM_clean,Zn,Unmodified,0,79.0,13.225518987341772,3.50118,0.261204,0.413,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
MOWQIZ_clean,Nd,Unmodified,0,79.0,13.849569620253165,5.23784,0.273529,0.5288,300.0,500.0,720.0,7.0,298.0,3.0,181.0,24.0,1.14,2019-11-01-ASR-internal_14142.csv
MOXJOZ_clean,Cu,Unmodified,0,79.0,30.36116455696202,10.23391,0.599633,0.5796,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
MOXNUJ_clean,Cu,Unmodified,0,2853.11,1.315336597607523,7.33692,0.9382,0.7,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
MOXPEV_charged,Cu,Unmodified,0,995.91,1.8872428231466698,5.7432,0.469881,0.5302,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
MOXPIZ_charged,Cu,Unmodified,0,2944.96,1.522628490709551,10.81058,1.12102,0.7144,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
MOXPOF_charged,Cu,Unmodified,0,79.0,28.438177215189874,6.00584,0.561654,0.548,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
MOXPUL_clean,Cu,Unmodified,0,2156.89,1.7271775565745124,12.29446,0.931333,0.6934,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
MOYNEU_clean,Zn,Unmodified,0,236.422,5.508776678989266,4.54965,0.325599,0.4328,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
MOYYEF_clean,Cu,Unmodified,0,1947.06,1.3555370661407455,7.68803,0.659828,0.627,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
MOYYIJ_clean,Cu,Unmodified,0,3020.84,1.2980482249970207,12.42053,0.980299,0.7162,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
MUBZOA_auto,Zr,Unmodified,0,4506.52,1.6343697575956613,18.72717,1.84133,0.8132,300.0,500.0,720.0,7.0,298.0,4.0,160.0,11.1,1.33,2019-11-01-ASR-internal_14142.csv
MUBZUG_auto,Zr,Unmodified,0,4163.83,1.6434676727916366,18.63539,1.71078,0.8032,300.0,500.0,720.0,7.0,298.0,4.0,160.0,11.1,1.33,2019-11-01-ASR-internal_14142.csv
MUDKOM_clean,Zn,Unmodified,0,79.0,13.316101265822784,4.21184,0.262993,0.4678,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
MUDTAH_clean,Zn,Unmodified,0,3858.42,1.4597270385287244,18.89368,1.40806,0.7916,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
MUDTEL_clean,Cu,Unmodified,0,3853.0,1.4645626784323904,19.09514,1.41074,0.789,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
MUFHUR_clean,Nd,Unmodified,0,79.0,10.522835443037975,3.42,0.207826,0.427,300.0,500.0,720.0,7.0,298.0,3.0,181.0,24.0,1.14,2019-11-01-ASR-internal_14142.csv
MUGHED_clean,Zn,Unmodified,0,960.922,1.6513556771517355,6.89695,0.396706,0.5716,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
MUGQAI_clean,Cu,Unmodified,0,149.397,5.190786963593647,4.49067,0.193872,0.3624,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
MUHNUA_clean,Cu,Unmodified,0,245.342,7.598715262776043,6.00569,0.466071,0.5278,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
MUHPAI_clean,Cu,Unmodified,0,317.921,3.6780835490577855,5.12215,0.292335,0.445,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
MUHPOV_clean,In,Unmodified,0,79.0,11.669772151898734,4.89496,0.230478,0.4862,300.0,500.0,720.0,7.0,298.0,3.0,150.0,7.5,1.78,2019-11-01-ASR-internal_14142.csv
MUJPUE_clean,Zn,Unmodified,0,455.993,3.023642906799008,6.48776,0.34469,0.4824,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
MULQOA_clean,Zn,Unmodified,0,1620.33,1.2048582696117456,5.82935,0.488067,0.6306,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
MULXOI_clean,Zn,Unmodified,0,2650.32,1.2485586646140843,8.00603,0.82727,0.6952,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
MUMLIR_clean,Zn,Unmodified,0,910.563,1.8910410372483837,7.03715,0.430478,0.5512,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
MUNDAC_clean,Cu,Unmodified,0,1247.54,1.5947384452602722,10.7777,0.497375,0.6828,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
MUNDEG_clean,Cu,Unmodified,0,2500.7,1.4081769104650699,13.44844,0.880357,0.7658,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
MUNDOQ_clean,Cu,Unmodified,0,2579.91,1.4210201131047207,14.169,0.916526,0.7752,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
MUNNUF_clean,Zn,Unmodified,0,2005.64,1.305532398635847,7.33223,0.654607,0.6136,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
MUNPAN_clean,Zn,Unmodified,0,2341.47,1.303476875637954,7.42883,0.763013,0.6496,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
MUNPER_clean,Zn,Unmodified,0,2129.86,1.2688326932286629,7.09681,0.675609,0.6202,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
MUPQAQ_clean,Cu,Unmodified,0,79.0,15.82,6.98761,0.312445,0.4958,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
MUPTAU_clean,Zn,Unmodified,0,505.216,3.2828809855586516,4.1653,0.414641,0.52,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
MUQSAU_clean,Zn,Unmodified,0,1070.97,1.6521620586944548,6.10574,0.442354,0.5272,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
MUQYEE_clean,In,Unmodified,0,2921.82,1.2335694875112087,7.7279,0.901067,0.7242,300.0,500.0,720.0,7.0,298.0,3.0,150.0,7.5,1.78,2019-11-01-ASR-internal_14142.csv
MURBEI_clean,In,Unmodified,0,2789.93,1.140594925320707,7.16636,0.795545,0.6948,300.0,500.0,720.0,7.0,298.0,3.0,150.0,7.5,1.78,2019-11-01-ASR-internal_14142.csv
MURCAD_clean,Cu,Unmodified,0,1306.82,1.503197073812767,4.60111,0.491102,0.5832,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
MUSCAG_clean,Zn,Unmodified,0,933.776,1.7241522592142013,5.66812,0.402493,0.5436,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
MUTDEM_clean,Fe,Unmodified,0,1710.98,1.4967375422272615,7.7486,0.640222,0.6184,300.0,500.0,720.0,7.0,298.0,3.0,126.0,8.4,1.83,2019-11-01-ASR-internal_14142.csv
MUVGOA_clean,Zn,Unmodified,0,725.471,2.943930219126609,5.03839,0.533934,0.5306,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
MUVGUG_clean,Zn,Unmodified,0,755.465,3.048559496469062,5.3049,0.57577,0.5644,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
MUVHAN_clean,Zn,Unmodified,0,799.629,2.816110971463016,5.19525,0.562961,0.5542,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
MUVHER_clean,Zn,Unmodified,0,777.67,2.910324430671108,5.24679,0.565818,0.5526,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
MUVLUM_clean,Zn,Unmodified,0,1437.62,1.5192081356686746,8.4023,0.546011,0.597,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
MUVYEJ_clean,Zn,Unmodified,0,79.0,18.3413164556962,5.68171,0.362241,0.4544,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
MUWQEB_clean,Fe,Unmodified,0,1770.59,2.2680123574627666,15.66484,1.00393,0.7258,300.0,500.0,720.0,7.0,298.0,3.0,126.0,8.4,1.83,2019-11-01-ASR-internal_14142.csv
MUXHUI01_clean,Nd,Unmodified,0,79.0,9.705873417721518,3.32627,0.191691,0.3974,300.0,500.0,720.0,7.0,298.0,3.0,181.0,24.0,1.14,2019-11-01-ASR-internal_14142.csv
MUXHUI02_clean,Nd,Unmodified,0,79.0,9.596911392405064,3.33088,0.189539,0.3926,300.0,500.0,720.0,7.0,298.0,3.0,181.0,24.0,1.14,2019-11-01-ASR-internal_14142.csv
MUZHUL_charged,Zn,Unmodified,0,1485.57,1.3240789730541138,4.32673,0.491753,0.5874,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
MUZRIJ_clean,Cu,Unmodified,0,79.0,24.20678481012658,5.19878,0.478084,0.5568,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
NABCEA_charged,Zn,Unmodified,0,1089.13,1.957514713578728,5.43965,0.532997,0.5644,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
NABSEP_clean,Fe,Unmodified,0,79.0,11.96592405063291,5.22579,0.236327,0.4834,300.0,500.0,720.0,7.0,298.0,3.0,126.0,8.4,1.83,2019-11-01-ASR-internal_14142.csv
NACVUI_clean,Cu,Unmodified,0,926.279,2.0669539091353686,4.77526,0.478644,0.5544,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
NACXEX_clean,Zn,Unmodified,0,2992.97,1.2262642124712244,7.72001,0.917543,0.6746,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
NACYAU_clean,Zn,Unmodified,0,4333.14,1.1740123790138328,9.59326,1.27179,0.7478,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
NAFSOF_clean,Cu,Unmodified,0,5219.56,1.427921127451356,10.41333,1.86328,0.8158,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
NAGKEO_clean,Zn,Unmodified,0,1405.06,1.4901712382389367,8.21773,0.523445,0.6296,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
NAHDIM_clean,Zn,Unmodified,0,79.0,34.17726582278481,9.95042,0.675001,0.5938,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
NAHGUB_clean,Zn,Unmodified,0,79.0,17.88627848101266,4.04117,0.353254,0.5046,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
NAHNES_clean,Cu,Unmodified,0,3616.99,1.4652293758069554,12.52913,1.32493,0.7668,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
NAJGAH_clean,Nd,Unmodified,0,79.0,9.720101265822786,3.37262,0.191972,0.3474,300.0,500.0,720.0,7.0,298.0,3.0,181.0,24.0,1.14,2019-11-01-ASR-internal_14142.csv
NAJMIV_charged,Cu,Unmodified,0,432.857,3.969837613807793,7.40421,0.429593,0.5032,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
NAKLIW_clean,Zn,Unmodified,0,1484.3,1.443382065620158,5.07535,0.535603,0.6208,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
NANNAU_clean,Zn,Unmodified,0,79.0,16.020708860759495,4.84074,0.316409,0.4114,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
NANNEY_clean,Zn,Unmodified,0,79.0,16.34420253164557,4.84708,0.322798,0.4166,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
NANYUX01_charged,Zn,Unmodified,0,79.0,22.414632911392406,5.58104,0.442689,0.534,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
NANYUX02_charged,Zn,Unmodified,0,79.0,22.742683544303798,5.55295,0.449168,0.5366,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
NANYUX03_clean,Zn,Unmodified,0,1836.9,1.3562741575480428,5.54429,0.622835,0.6486,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
NANYUX_charged,Zn,Unmodified,0,510.347,3.1276288486069284,4.35841,0.399044,0.5112,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
NAPFUG_clean,Zn,Unmodified,0,79.0,23.813772151898736,5.07598,0.470322,0.571,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
